c_nationkey,c_mktsegment,c_acctbal,tpch-1m-customer_rate
0,AUTOMOBILE,-399.84008928203303,0.05040408872328105
0,AUTOMOBILE,-407.43923646917045,0.05040408872328105
0,MACHINERY,7357.842315056753,0.05040408872328105
0,AUTOMOBILE,4371.762542249878,0.05040408872328105
0,AUTOMOBILE,9332.343705918529,0.05040408872328105
0,MACHINERY,1411.894720383981,0.05040408872328105
0,HOUSEHOLD,1181.844468582698,0.05040408872328105
0,AUTOMOBILE,9325.10430968123,0.05040408872328105
0,BUILDING,1400.8239885624314,0.05040408872328105
0,AUTOMOBILE,9331.092886421431,0.05040408872328105
0,BUILDING,7291.537877442384,0.05040408872328105
0,AUTOMOBILE,7295.116130636016,0.05040408872328105
0,HOUSEHOLD,1352.8401868045282,0.05040408872328105
0,BUILDING,-394.7620969386643,0.05040408872328105
0,MACHINERY,9333.710425657837,0.05040408872328105
0,AUTOMOBILE,4282.8723807341885,0.05040408872328105
0,AUTOMOBILE,4322.70988474968,0.05040408872328105
0,AUTOMOBILE,1403.08934871876,0.05040408872328105
0,AUTOMOBILE,4339.386400576554,0.05040408872328105
0,AUTOMOBILE,9314.029490482537,0.05040408872328105
0,HOUSEHOLD,4429.342684166193,0.05040408872328105
0,AUTOMOBILE,4359.516220805525,0.05040408872328105
0,AUTOMOBILE,4362.03631866429,0.05040408872328105
0,AUTOMOBILE,1394.1435453205006,0.05040408872328105
0,AUTOMOBILE,1394.7321807847259,0.05040408872328105
0,AUTOMOBILE,4280.469511911337,0.05040408872328105
0,AUTOMOBILE,1352.3543534089615,0.05040408872328105
0,AUTOMOBILE,7306.330210281502,0.05040408872328105
0,HOUSEHOLD,1296.677369111127,0.05040408872328105
0,HOUSEHOLD,4360.163638440621,0.05040408872328105
0,HOUSEHOLD,4360.82653739629,0.05040408872328105
0,AUTOMOBILE,4392.575331194685,0.05040408872328105
0,HOUSEHOLD,4347.2377429796425,0.05040408872328105
0,AUTOMOBILE,7336.8936641706805,0.05040408872328105
0,AUTOMOBILE,4327.839536387058,0.05040408872328105
0,HOUSEHOLD,4341.469664064419,0.05040408872328105
0,AUTOMOBILE,1347.2796186827384,0.05040408872328105
0,HOUSEHOLD,7281.5727811746865,0.05040408872328105
0,AUTOMOBILE,1385.7174148354145,0.05040408872328105
0,AUTOMOBILE,4315.370582361533,0.05040408872328105
0,AUTOMOBILE,4287.540185409232,0.05040408872328105
0,BUILDING,7289.9636252776845,0.05040408872328105
0,AUTOMOBILE,1394.596097905356,0.05040408872328105
0,BUILDING,-389.33721907133645,0.05040408872328105
0,AUTOMOBILE,1406.802907346998,0.05040408872328105
0,AUTOMOBILE,-398.6803308055358,0.05040408872328105
0,AUTOMOBILE,9328.823283896078,0.05040408872328105
0,AUTOMOBILE,1374.495801951874,0.05040408872328105
0,AUTOMOBILE,4307.093764773363,0.05040408872328105
0,MACHINERY,7376.670211475236,0.05040408872328105
0,BUILDING,7263.4291122950435,0.05040408872328105
0,AUTOMOBILE,4302.507451531557,0.05040408872328105
0,AUTOMOBILE,1367.485540439726,0.05040408872328105
0,AUTOMOBILE,7317.280338523831,0.05040408872328105
0,AUTOMOBILE,1424.440408207649,0.05040408872328105
0,AUTOMOBILE,9312.565647207657,0.05040408872328105
0,AUTOMOBILE,4395.725761279333,0.05040408872328105
0,FURNITURE,7246.197724834773,0.05040408872328105
0,HOUSEHOLD,7261.020551622663,0.05040408872328105
0,AUTOMOBILE,-408.89911950663804,0.05040408872328105
0,BUILDING,1367.318834382442,0.05040408872328105
0,AUTOMOBILE,7338.259516307297,0.05040408872328105
0,HOUSEHOLD,4367.423221353908,0.05040408872328105
0,HOUSEHOLD,4326.859139794264,0.05040408872328105
0,AUTOMOBILE,9333.942417480981,0.05040408872328105
0,AUTOMOBILE,9334.792088968281,0.05040408872328105
0,AUTOMOBILE,1418.5000552990157,0.05040408872328105
0,AUTOMOBILE,9329.707721629267,0.05040408872328105
0,AUTOMOBILE,-379.87400093775676,0.05040408872328105
0,AUTOMOBILE,7300.2835287710595,0.05040408872328105
0,AUTOMOBILE,-394.01277848508215,0.05040408872328105
0,AUTOMOBILE,1369.6545010064076,0.05040408872328105
0,AUTOMOBILE,1365.9511501041409,0.05040408872328105
0,AUTOMOBILE,4331.9781223769805,0.05040408872328105
0,AUTOMOBILE,4271.375802858268,0.05040408872328105
0,AUTOMOBILE,4400.364561793543,0.05040408872328105
0,AUTOMOBILE,4329.328093338554,0.05040408872328105
0,MACHINERY,1386.3384250991703,0.05040408872328105
0,BUILDING,9329.569511292008,0.05040408872328105
0,MACHINERY,7335.288292033408,0.05040408872328105
0,HOUSEHOLD,1299.351838616187,0.05040408872328105
0,AUTOMOBILE,4317.890568307137,0.05040408872328105
0,HOUSEHOLD,1317.0074295000832,0.05040408872328105
0,AUTOMOBILE,4359.83991097088,0.05040408872328105
0,AUTOMOBILE,4353.64902413424,0.05040408872328105
0,AUTOMOBILE,4280.307629524273,0.05040408872328105
0,AUTOMOBILE,1421.761393546498,0.05040408872328105
0,AUTOMOBILE,-394.8157565869335,0.05040408872328105
0,AUTOMOBILE,7303.544338475275,0.05040408872328105
0,HOUSEHOLD,7236.686578193461,0.05040408872328105
0,AUTOMOBILE,4324.3527326455005,0.05040408872328105
0,MACHINERY,7338.723597634655,0.05040408872328105
0,AUTOMOBILE,1354.3452525782252,0.05040408872328105
0,HOUSEHOLD,1384.2302276823539,0.05040408872328105
0,AUTOMOBILE,7313.566501754616,0.05040408872328105
0,AUTOMOBILE,4325.24994045545,0.05040408872328105
0,MACHINERY,7359.557191936054,0.05040408872328105
0,HOUSEHOLD,4353.847446168297,0.05040408872328105
0,AUTOMOBILE,4333.405052481276,0.05040408872328105
0,MACHINERY,4331.240316212365,0.05040408872328105
0,BUILDING,1379.7988212953092,0.05040408872328105
0,AUTOMOBILE,7309.215718717755,0.05040408872328105
0,AUTOMOBILE,4343.399457304472,0.05040408872328105
0,FURNITURE,1247.9855800161024,0.05040408872328105
0,AUTOMOBILE,7310.215248085644,0.05040408872328105
0,AUTOMOBILE,4284.456175785505,0.05040408872328105
0,MACHINERY,1372.6487169573904,0.05040408872328105
0,BUILDING,-389.48353470182417,0.05040408872328105
0,AUTOMOBILE,1423.3769322835185,0.05040408872328105
0,BUILDING,7324.77514487763,0.05040408872328105
0,AUTOMOBILE,1374.8124377594092,0.05040408872328105
0,AUTOMOBILE,1358.7439821620126,0.05040408872328105
0,AUTOMOBILE,1400.4079784285389,0.05040408872328105
0,BUILDING,1358.1206162691865,0.05040408872328105
0,AUTOMOBILE,1368.2974472592955,0.05040408872328105
0,MACHINERY,4353.860913051977,0.05040408872328105
0,AUTOMOBILE,1376.284917330967,0.05040408872328105
0,MACHINERY,7301.916314161038,0.05040408872328105
0,AUTOMOBILE,4308.3857462579535,0.05040408872328105
0,AUTOMOBILE,4344.993361844646,0.05040408872328105
0,AUTOMOBILE,4360.127266663368,0.05040408872328105
0,AUTOMOBILE,4311.072501465309,0.05040408872328105
0,AUTOMOBILE,4290.807825877601,0.05040408872328105
0,AUTOMOBILE,7292.607570898779,0.05040408872328105
0,HOUSEHOLD,4363.073306012051,0.05040408872328105
0,AUTOMOBILE,-397.1085620614404,0.05040408872328105
0,HOUSEHOLD,7166.009529080792,0.05040408872328105
0,AUTOMOBILE,4320.207021517675,0.05040408872328105
0,AUTOMOBILE,9319.03074028047,0.05040408872328105
0,AUTOMOBILE,4386.324794643351,0.05040408872328105
0,HOUSEHOLD,4393.222226568363,0.05040408872328105
0,AUTOMOBILE,-395.7711407903779,0.05040408872328105
0,AUTOMOBILE,1324.250566086093,0.05040408872328105
0,MACHINERY,1439.1877032008833,0.05040408872328105
0,AUTOMOBILE,4340.935166808547,0.05040408872328105
0,AUTOMOBILE,-410.358817809437,0.05040408872328105
0,HOUSEHOLD,4362.712013024675,0.05040408872328105
0,AUTOMOBILE,1395.685440448701,0.05040408872328105
0,AUTOMOBILE,1352.2083195067883,0.05040408872328105
0,AUTOMOBILE,4326.37224293611,0.05040408872328105
0,AUTOMOBILE,1336.1664100369915,0.05040408872328105
0,MACHINERY,-388.07552746848216,0.05040408872328105
0,AUTOMOBILE,9312.490361798289,0.05040408872328105
0,AUTOMOBILE,4361.95842710439,0.05040408872328105
0,AUTOMOBILE,4317.379647423803,0.05040408872328105
0,AUTOMOBILE,4364.701940936452,0.05040408872328105
0,AUTOMOBILE,-394.21677751583945,0.05040408872328105
0,MACHINERY,1431.4423948176782,0.05040408872328105
0,HOUSEHOLD,1300.5175428018947,0.05040408872328105
0,BUILDING,9331.455026843656,0.05040408872328105
0,AUTOMOBILE,4320.332028518263,0.05040408872328105
0,AUTOMOBILE,7335.032709579996,0.05040408872328105
0,AUTOMOBILE,9311.343432849582,0.05040408872328105
0,MACHINERY,4314.494265008261,0.05040408872328105
0,HOUSEHOLD,4403.500032819034,0.05040408872328105
0,AUTOMOBILE,4302.723649105986,0.05040408872328105
0,HOUSEHOLD,4327.333353160863,0.05040408872328105
0,AUTOMOBILE,-396.04185212833244,0.05040408872328105
0,AUTOMOBILE,1359.9196222703372,0.05040408872328105
0,HOUSEHOLD,7223.670439617402,0.05040408872328105
0,HOUSEHOLD,1386.1867890278618,0.05040408872328105
0,AUTOMOBILE,4279.37733272312,0.05040408872328105
0,AUTOMOBILE,7322.104840359703,0.05040408872328105
0,MACHINERY,-403.637466264933,0.05040408872328105
0,HOUSEHOLD,7247.202493033406,0.05040408872328105
0,HOUSEHOLD,-384.3443259076489,0.05040408872328105
0,AUTOMOBILE,7298.428916789925,0.05040408872328105
0,AUTOMOBILE,1359.352232768304,0.05040408872328105
