r_movieid,rating,movielen-1m-ratings_rate
1,3.4901183,0.007735849056603773
1,3.556019,0.007735849056603773
1,3.465717,0.007735849056603773
1,3.5682309,0.007735849056603773
1,3.526445,0.007735849056603773
1,3.5204487,0.007735849056603773
1,3.5518146,0.007735849056603773
1,3.496636,0.007735849056603773
1,3.5513127,0.007735849056603773
1,3.5372741,0.007735849056603773
1,3.508142,0.007735849056603773
1,3.53682,0.007735849056603773
1,3.5472515,0.007735849056603773
1,3.5590184,0.007735849056603773
1,3.5336788,0.007735849056603773
1,3.5207863,0.007735849056603773
1,3.443357,0.007735849056603773
1,3.5451767,0.007735849056603773
1,3.5329022,0.007735849056603773
1,3.5156386,0.007735849056603773
1,3.545607,0.007735849056603773
1,3.5500011,0.007735849056603773
1,3.5049033,0.007735849056603773
1,3.5859647,0.007735849056603773
1,3.5163875,0.007735849056603773
1,3.5282335,0.007735849056603773
1,3.524801,0.007735849056603773
1,3.5687778,0.007735849056603773
1,3.5282173,0.007735849056603773
1,3.586508,0.007735849056603773
1,3.4956465,0.007735849056603773
1,3.5098486,0.007735849056603773
1,3.5641189,0.007735849056603773
1,3.5213494,0.007735849056603773
1,3.5024552,0.007735849056603773
1,3.4972239,0.007735849056603773
1,3.547812,0.007735849056603773
1,3.5355268,0.007735849056603773
1,3.5423658,0.007735849056603773
1,3.497397,0.007735849056603773
1,3.532812,0.007735849056603773
1,3.5347996,0.007735849056603773
1,3.522517,0.007735849056603773
1,3.5409453,0.007735849056603773
1,3.4760504,0.007735849056603773
1,3.5761065,0.007735849056603773
1,3.5061507,0.007735849056603773
1,3.55679,0.007735849056603773
1,3.545464,0.007735849056603773
1,3.5481503,0.007735849056603773
1,3.5364232,0.007735849056603773
1,3.4878852,0.007735849056603773
1,3.4996452,0.007735849056603773
1,3.550081,0.007735849056603773
1,3.52603,0.007735849056603773
1,3.5078866,0.007735849056603773
1,3.5312524,0.007735849056603773
1,3.5694184,0.007735849056603773
1,3.482442,0.007735849056603773
1,3.5439656,0.007735849056603773
1,3.541861,0.007735849056603773
1,3.5448244,0.007735849056603773
1,3.5145385,0.007735849056603773
1,3.5783374,0.007735849056603773
1,3.5268402,0.007735849056603773
1,3.5201957,0.007735849056603773
1,3.530239,0.007735849056603773
1,3.5296133,0.007735849056603773
1,3.5386302,0.007735849056603773
1,3.509583,0.007735849056603773
1,3.5477464,0.007735849056603773
1,3.5667412,0.007735849056603773
1,3.5280917,0.007735849056603773
1,3.5626152,0.007735849056603773
1,3.50192,0.007735849056603773
1,3.536364,0.007735849056603773
1,3.5587676,0.007735849056603773
1,3.5518365,0.007735849056603773
1,3.525831,0.007735849056603773
1,3.4471264,0.007735849056603773
1,3.5212526,0.007735849056603773
1,3.541191,0.007735849056603773
1,3.558456,0.007735849056603773
1,3.5237253,0.007735849056603773
1,3.5103767,0.007735849056603773
1,3.5016134,0.007735849056603773
1,3.5491512,0.007735849056603773
1,3.5217745,0.007735849056603773
1,3.538691,0.007735849056603773
1,3.5673802,0.007735849056603773
1,3.521818,0.007735849056603773
1,3.5540085,0.007735849056603773
1,3.5118096,0.007735849056603773
1,3.5053415,0.007735849056603773
1,3.4830217,0.007735849056603773
1,3.486777,0.007735849056603773
1,3.5166385,0.007735849056603773
1,3.5173438,0.007735849056603773
1,3.5268478,0.007735849056603773
1,3.478519,0.007735849056603773
1,3.528442,0.007735849056603773
1,3.5291903,0.007735849056603773
1,3.5115328,0.007735849056603773
1,3.492552,0.007735849056603773
1,3.503355,0.007735849056603773
1,3.5215447,0.007735849056603773
1,3.565473,0.007735849056603773
1,3.5651553,0.007735849056603773
1,3.538189,0.007735849056603773
1,3.5594714,0.007735849056603773
1,3.5469978,0.007735849056603773
1,3.5304232,0.007735849056603773
1,3.560152,0.007735849056603773
1,3.5676246,0.007735849056603773
1,3.4723918,0.007735849056603773
1,3.5386531,0.007735849056603773
1,3.5405653,0.007735849056603773
1,3.5527425,0.007735849056603773
1,3.5451283,0.007735849056603773
1,3.5547457,0.007735849056603773
1,3.5747535,0.007735849056603773
1,3.564681,0.007735849056603773
1,3.5009024,0.007735849056603773
6,3.0418785,0.014789253142716292
6,3.0593214,0.014789253142716292
6,3.047841,0.014789253142716292
6,3.0474675,0.014789253142716292
6,3.1081302,0.014789253142716292
6,3.0446448,0.014789253142716292
6,3.0510511,0.014789253142716292
6,3.1015623,0.014789253142716292
6,3.0913787,0.014789253142716292
6,3.0536096,0.014789253142716292
6,3.0607538,0.014789253142716292
6,3.0867925,0.014789253142716292
6,3.0621045,0.014789253142716292
6,3.0725904,0.014789253142716292
6,3.0579567,0.014789253142716292
6,3.055439,0.014789253142716292
6,3.0833256,0.014789253142716292
6,3.1223788,0.014789253142716292
6,3.0829628,0.014789253142716292
6,3.059423,0.014789253142716292
6,3.0745873,0.014789253142716292
6,3.0641236,0.014789253142716292
6,3.0573514,0.014789253142716292
6,3.0435855,0.014789253142716292
6,3.0503483,0.014789253142716292
6,3.050298,0.014789253142716292
6,3.0555618,0.014789253142716292
6,3.0492764,0.014789253142716292
6,3.0972254,0.014789253142716292
6,3.0441918,0.014789253142716292
6,3.0387008,0.014789253142716292
6,3.0643945,0.014789253142716292
6,3.0306113,0.014789253142716292
6,3.0593662,0.014789253142716292
6,3.0152278,0.014789253142716292
6,3.0594301,0.014789253142716292
6,3.0857768,0.014789253142716292
6,3.0278583,0.014789253142716292
6,3.046069,0.014789253142716292
6,3.0131764,0.014789253142716292
6,3.0735602,0.014789253142716292
6,3.0558164,0.014789253142716292
6,3.0502348,0.014789253142716292
6,3.051648,0.014789253142716292
6,3.0644326,0.014789253142716292
6,3.0332372,0.014789253142716292
6,3.1088572,0.014789253142716292
6,3.0753844,0.014789253142716292
6,3.0587602,0.014789253142716292
6,3.0715332,0.014789253142716292
6,3.049026,0.014789253142716292
6,3.012603,0.014789253142716292
6,3.0695107,0.014789253142716292
6,3.032064,0.014789253142716292
6,3.051554,0.014789253142716292
6,3.0655365,0.014789253142716292
6,3.1069474,0.014789253142716292
6,3.078133,0.014789253142716292
6,3.0912945,0.014789253142716292
6,3.0427036,0.014789253142716292
