r_movieid,rating,movielen-1m-ratingsss_rate
1,1.0227253035296453,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,1.0227253035296453,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,2.000031872376236,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,2.000031872376236,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,1.0227253035296453,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,1.0227253035296453,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,2.000031872376236,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,2.000031872376236,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,2.000031872376236,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,2.000031872376236,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,1.0227253035296453,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,2.000031872376236,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,4.070503407388053,0.007735849056603773
1,3.055854944192436,0.007735849056603773
1,4.999995410978112,0.007735849056603773
1,3.055854944192436,0.007735849056603773
6,4.999995410978112,0.014789253142716292
6,2.000031872376236,0.014789253142716292
6,3.055854944192436,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,1.0227253035296453,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,3.055854944192436,0.014789253142716292
6,3.055854944192436,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,3.055854944192436,0.014789253142716292
6,4.999995410978112,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,3.055854944192436,0.014789253142716292
6,4.999995410978112,0.014789253142716292
6,3.055854944192436,0.014789253142716292
6,3.055854944192436,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,4.999995410978112,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,3.055854944192436,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,4.070503407388053,0.014789253142716292
6,1.0227253035296453,0.014789253142716292
6,4.999995410978112,0.014789253142716292
6,2.000031872376236,0.014789253142716292
6,3.055854944192436,0.014789253142716292
6,2.000031872376236,0.014789253142716292
6,4.999995410978112,0.014789253142716292
