ss_store_sk,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_sales_price,tpcds-06667g-ssales_store_rate
1,75.27483102432934,84.93527808745323,67.07228890472607,1877.0702184222687,0.0010014836139192675
1,79.68231168938048,116.41432818681842,115.50037255137147,1832.3476753146203,0.0010014836139192675
1,52.84505386053733,83.96972219637509,101.18631043086758,7872.536686932808,0.0010014836139192675
1,6.082024401700459,10.909733882668137,3.240081283376704,347.01513588580906,0.0010014836139192675
1,22.562074167396663,34.54697502781822,11.429305522577398,434.4727939135603,0.0010014836139192675
1,75.94303743128845,115.79008433268703,76.47422848960018,4467.146911503172,0.0010014836139192675
1,15.270118087949555,11.132392694238687,9.768833976414088,83.9935540179697,0.0010014836139192675
1,95.22992315478533,113.55203505322876,69.09202509806998,1866.1438423031518,0.0010014836139192675
1,45.96572460155703,77.58252693841133,38.50514101024019,1751.3759856326997,0.0010014836139192675
1,94.96691971812304,120.1084131898541,35.281371085302226,3707.434508524931,0.0010014836139192675
1,28.071021470428995,34.18531500299134,25.381489782268204,1690.435913659466,0.0010014836139192675
1,24.590964282178184,26.958143278361113,12.850496971230077,506.5401248899981,0.0010014836139192675
1,21.862848310596917,29.009173584121584,4.708046129604842,342.77949273695526,0.0010014836139192675
1,5.428826003229063,7.576496447282224,2.803857301253201,56.65522465847482,0.0010014836139192675
1,48.738311294809236,71.29639935802786,17.778624932050686,1529.0282318284296,0.0010014836139192675
1,20.317305445222424,9.998983125521969,3.6504031168748092,312.6110142739692,0.0010014836139192675
1,8.15424007038728,9.881879658143815,8.73078482726699,501.61219923487045,0.0010014836139192675
1,76.18968489232365,119.54219381506768,32.8139671077835,119.01913841070747,0.0010014836139192675
1,79.80331852272653,118.65568980626395,75.17840340686128,7864.254941728075,0.0010014836139192675
1,18.236553435066284,13.624819940077346,12.922965326216351,417.31967457641906,0.0010014836139192675
1,95.24306871485165,155.71677919445563,80.19518499343339,4367.845566002442,0.0010014836139192675
1,49.087408741915745,76.19133522839294,13.175828965494752,523.0814928374014,0.0010014836139192675
1,54.500175779981504,110.01863539152558,35.05088346612874,564.4158214602868,0.0010014836139192675
1,50.17780418775562,78.87748404253989,31.473838960222807,1797.468690219144,0.0010014836139192675
