ws_promo_sk,ws_wholesale_cost,ws_list_price,tpcds-1m-wsales_rate
1,46.073414298307355,17.187643135386224,0.17391304347826086
1,82.3450186684882,112.4522764948588,0.17391304347826086
1,81.3013628575431,241.63631263743076,0.17391304347826086
1,50.849642397257746,141.76986493032072,0.17391304347826086
1,55.36356658405675,172.5890444324196,0.17391304347826086
1,9.37894194791362,49.04359833463448,0.17391304347826086
1,81.96586091810946,179.14822623874065,0.17391304347826086
1,80.90639721438419,229.70690983094366,0.17391304347826086
2,31.241661870225716,66.21568845768216,0.15517241379310345
2,66.51081029112294,83.50686723930139,0.15517241379310345
2,7.437340038448669,100.49597883566472,0.15517241379310345
2,51.01726319437195,124.26240899530528,0.15517241379310345
2,22.23642375156227,53.27872979241903,0.15517241379310345
2,26.613663210361786,81.48877808552913,0.15517241379310345
2,78.09096586771828,146.82762213597255,0.15517241379310345
2,94.8303235059135,196.0677484324332,0.15517241379310345
2,31.783488829424847,75.97855478926719,0.15517241379310345
3,80.12613490323834,180.90374314286115,0.18
3,28.50951385058382,35.26749909259842,0.18
3,40.40113853377052,38.384787276643266,0.18
3,92.98109086686298,264.4333685181605,0.18
3,21.970633484463242,42.46026498412861,0.18
3,62.076416520812266,194.70750184036058,0.18
3,17.54510953881994,100.42588016016228,0.18
3,69.76234169375692,196.02866224741976,0.18
3,35.64733278391587,51.25550978328822,0.18
4,21.550914745416303,31.765884474470717,0.21739130434782608
4,8.230044326157817,10.788934649010308,0.21739130434782608
4,71.2321990034522,191.40184352040566,0.21739130434782608
4,80.32668082203685,117.95107158218458,0.21739130434782608
4,9.284378978188894,29.278180286743716,0.21739130434782608
4,6.132149490967876,12.420157927936915,0.21739130434782608
4,59.35518739584588,189.71944843838725,0.21739130434782608
4,6.973267656944367,9.70926574271544,0.21739130434782608
4,59.5067633565865,184.55904479226265,0.21739130434782608
4,39.40797042669364,81.58802536908601,0.21739130434782608
5,60.69142322460455,128.66245935891658,0.25
5,24.31664890035531,28.100077403103704,0.25
5,18.699205427787135,11.786258897842512,0.25
5,21.996581425679217,55.69432771107063,0.25
5,18.262871680130466,40.04916137900061,0.25
5,94.81441496341569,234.32506872505098,0.25
5,70.0552188083414,62.01348897474385,0.25
5,19.870944287799112,34.15250709638827,0.25
5,61.17047221601746,181.29124399202632,0.25
6,81.04806014522748,198.61664018969287,0.16981132075471697
6,81.00235470247532,80.13180859734064,0.16981132075471697
6,63.83716354284434,122.46900987463715,0.16981132075471697
6,78.88436731973599,102.67855956093507,0.16981132075471697
6,61.41064238128603,122.48723085940645,0.16981132075471697
6,9.597260076945052,28.380777428470346,0.16981132075471697
6,18.407734293309524,38.162610932631836,0.16981132075471697
6,70.11068634421744,185.12822688529357,0.16981132075471697
6,41.00919834339624,77.48834567659505,0.16981132075471697
7,34.485663602842486,66.56857277321132,0.15384615384615385
7,64.81336535988231,63.2549283920848,0.15384615384615385
7,17.11021455591299,65.14534873077821,0.15384615384615385
7,22.25273195301478,31.743279375063498,0.15384615384615385
7,82.3135455665188,186.4162524437695,0.15384615384615385
7,67.81499468878047,90.46134677755201,0.15384615384615385
7,60.38323609886858,13.351064800794896,0.15384615384615385
7,59.578293942674,84.04650434312761,0.15384615384615385
8,60.83538718652504,12.053036208572639,0.25
8,77.52808471093896,203.93265583351118,0.25
8,93.88698731970723,131.5061475524068,0.25
8,62.17002094010584,191.92638661047653,0.25
8,26.55922179575231,88.10733096032568,0.25
8,80.20264701138781,197.48084145064183,0.25
8,58.184702742795196,13.922174365042224,0.25
8,5.367355697881366,14.747605467008087,0.25
8,94.64527864784586,242.86693989152437,0.25
8,64.31305083047232,97.40588873062045,0.25
9,32.85825068442869,35.73715958430601,0.24444444444444444
9,67.41748530122736,110.94728629342974,0.24444444444444444
9,94.26999543155782,250.63951852775037,0.24444444444444444
9,74.86607336674248,111.03114897488614,0.24444444444444444
9,42.97713951081432,91.83150931791,0.24444444444444444
9,93.90182178802596,122.47267938275489,0.24444444444444444
9,39.59680796913558,70.26663123541091,0.24444444444444444
9,93.27612128521565,213.865671897461,0.24444444444444444
9,9.062300830707894,111.42813734261314,0.24444444444444444
9,8.1396581908845,59.066682322899226,0.24444444444444444
9,55.75178112621554,170.45033504261028,0.24444444444444444
10,94.20551721369273,248.61374381479504,0.2222222222222222
10,84.8615289615644,117.42766480296424,0.2222222222222222
10,6.098339020608369,13.229739547573693,0.2222222222222222
10,40.35300270395038,77.54048928392467,0.2222222222222222
10,9.768004829610472,50.49918174370528,0.2222222222222222
10,5.402382298416692,12.442126191043808,0.2222222222222222
10,16.505615322931042,43.80829483554207,0.2222222222222222
10,50.23682832941977,148.60511094671702,0.2222222222222222
10,42.71710906510728,68.65214024958495,0.2222222222222222
10,7.3309157313905935,10.888147903874762,0.2222222222222222
11,51.06509035308048,65.22193441157252,0.11864406779661017
11,38.44487535929115,42.63158826969138,0.11864406779661017
11,26.13119734529493,65.71227204177445,0.11864406779661017
11,17.268488362587064,63.44553534953908,0.11864406779661017
11,39.810886347549385,69.15361710033189,0.11864406779661017
11,37.07126552391437,86.62427042130749,0.11864406779661017
11,65.49855736695109,226.6698113169234,0.11864406779661017
12,30.618762671064314,57.35277423333131,0.23809523809523808
12,28.4911216124173,78.71654106728558,0.23809523809523808
12,18.57284690957565,41.642611216487175,0.23809523809523808
12,19.762814387435743,36.81928447812853,0.23809523809523808
12,77.21683061755589,146.37485062219156,0.23809523809523808
12,32.35958766563542,75.73501820357838,0.23809523809523808
12,26.468297038224286,40.423557856338896,0.23809523809523808
12,8.10503441328761,9.827029163875823,0.23809523809523808
12,47.42418556910158,82.00335714211731,0.23809523809523808
12,42.9174067936863,95.19968902567248,0.23809523809523808
13,20.4765132618683,34.90832320915853,0.1875
13,53.39096431385239,100.09325793651168,0.1875
13,23.576201618556638,30.4293487963901,0.1875
13,6.860383920710518,12.182812093106431,0.1875
13,6.4645226104646785,11.031062971952071,0.1875
13,78.69625539704941,99.37388671061254,0.1875
269,20.036761540036817,35.51989904540752,0.16071428571428573
13,71.7222367118993,79.54530630150137,0.1875
13,16.690561191319933,39.330216085811024,0.1875
14,8.261947624287103,8.271260946109876,0.18867924528301888
14,53.34224212223156,119.66315015441324,0.18867924528301888
14,30.025104862346154,41.29525536793799,0.18867924528301888
14,81.81151785919819,191.33684802295906,0.18867924528301888
14,94.10724942957162,243.36683047043402,0.18867924528301888
14,72.01745874653848,100.89364571086288,0.18867924528301888
14,70.56443074728435,183.31251969753643,0.18867924528301888
14,61.564308876047846,186.36810805606953,0.18867924528301888
14,27.371020427273177,38.00120148309563,0.18867924528301888
14,61.99937441076402,153.5443091933595,0.18867924528301888
15,39.66510967390874,97.4926662042252,0.1836734693877551
15,31.09353679278528,145.29400092786392,0.1836734693877551
15,35.849415778678136,90.36280931257747,0.1836734693877551
15,76.59059528377576,189.4773100090918,0.1836734693877551
15,78.82725750431341,144.7325067274123,0.1836734693877551
15,62.41010000527047,76.48645337628484,0.1836734693877551
15,82.43172500904915,207.28071449257675,0.1836734693877551
15,50.707159024501244,78.27651456487925,0.1836734693877551
15,68.56953976558543,182.0479194041006,0.1836734693877551
16,63.226098054562414,200.23050594759977,0.1694915254237288
16,28.48074812986981,10.549857879032317,0.1694915254237288
16,31.973535741514365,34.58096718976428,0.1694915254237288
16,77.90401528737468,82.60491729418689,0.1694915254237288
16,79.08556408866042,184.77984698938153,0.1694915254237288
16,31.738446005764658,119.60492318061387,0.1694915254237288
16,21.727842972333157,35.435443110667855,0.1694915254237288
16,94.43627507480848,184.6848470265656,0.1694915254237288
16,65.15930989030336,60.441826327769284,0.1694915254237288
16,6.987402281398815,10.91183168607028,0.1694915254237288
17,61.906523086740656,129.2451473875556,0.28205128205128205
17,66.3419839255952,133.7023841124903,0.28205128205128205
17,74.09339961655941,183.98411694637798,0.28205128205128205
17,64.02917618237038,122.0245503024263,0.28205128205128205
17,52.534484085880344,99.522099368906,0.28205128205128205
17,51.827024537722444,62.20773344187703,0.28205128205128205
17,63.87962640690829,77.48113238935167,0.28205128205128205
17,95.21029352037004,239.95257117052444,0.28205128205128205
17,21.264934115060836,57.46418960148916,0.28205128205128205
17,74.26095941979005,140.17285241543132,0.28205128205128205
17,29.87956474530657,120.62347418356264,0.28205128205128205
18,24.792386889550876,44.54686137448365,0.2571428571428571
18,81.12505546194335,81.64589259755724,0.2571428571428571
18,95.18232172308271,100.43561324837312,0.2571428571428571
18,94.63659301591323,238.2640068374161,0.2571428571428571
18,7.8000768075393125,35.30865112877595,0.2571428571428571
18,94.77489181827413,243.49333927874164,0.2571428571428571
18,8.349870790449723,8.443510649992074,0.2571428571428571
18,83.48281354073545,170.76118375363728,0.2571428571428571
18,82.1211066181855,242.56737265819024,0.2571428571428571
19,7.029895036041604,34.731971679009376,0.23809523809523808
19,81.99624681505914,130.00329032794744,0.23809523809523808
19,64.63285085952246,118.69393744904988,0.23809523809523808
19,6.822086821506007,10.922028296576647,0.23809523809523808
19,26.35000671207707,76.84413602405526,0.23809523809523808
19,39.66104971826016,71.08936476787301,0.23809523809523808
19,18.33564705112186,76.4118753127621,0.23809523809523808
19,78.64066613107111,180.98435815654943,0.23809523809523808
19,92.93062105905483,192.43297600227478,0.23809523809523808
19,18.326966151645653,39.70671575921536,0.23809523809523808
20,41.078739509423045,11.154417207121087,0.21621621621621623
20,27.414806533804807,38.69085239000709,0.21621621621621623
20,31.03576175891639,38.79369516960671,0.21621621621621623
20,52.370501855897494,92.25958068012245,0.21621621621621623
20,39.5624197741552,68.00797368244557,0.21621621621621623
20,6.489434695520959,10.901027203361076,0.21621621621621623
20,68.72799556142465,181.20362860321086,0.21621621621621623
20,78.64703763326821,124.46339543682004,0.21621621621621623
21,7.882253763369963,9.915052279361985,0.23255813953488372
21,92.90152726950785,185.96220776763047,0.23255813953488372
21,77.563658770964,128.23332918472815,0.23255813953488372
21,22.80043494014156,30.09937006797943,0.23255813953488372
21,68.66394936504982,104.77442332655616,0.23255813953488372
21,61.08061812744019,86.50864978036073,0.23255813953488372
21,26.40572877863363,81.87825642279432,0.23255813953488372
21,53.43957156791339,32.73998545075649,0.23255813953488372
21,94.31371461304622,155.31148641261663,0.23255813953488372
21,93.68606643382033,71.60257087755787,0.23255813953488372
22,53.641002708307376,122.89030585813957,0.16666666666666666
22,79.66244796052669,178.73673731199395,0.16666666666666666
22,29.674308090979025,37.90174760286487,0.16666666666666666
22,19.418562422875368,62.81644709626295,0.16666666666666666
22,6.663991006697546,9.97118171483494,0.16666666666666666
22,91.91345761950923,91.76409279400109,0.16666666666666666
22,42.71430223095455,78.45302663117816,0.16666666666666666
22,8.161841755210496,32.0050421192299,0.16666666666666666
22,81.80351707599786,250.6199030143909,0.16666666666666666
23,17.2712430787577,66.5540751824757,0.1694915254237288
23,94.79083146035443,183.58174958051438,0.1694915254237288
23,71.29854139906053,248.04321784334866,0.1694915254237288
23,29.181277547271087,93.53529519287919,0.1694915254237288
23,31.34194987309892,34.64486322713319,0.1694915254237288
23,32.78677046214682,29.729704767908135,0.1694915254237288
23,70.60820700499197,98.34302823294497,0.1694915254237288
23,19.477064430994993,36.423214962771155,0.1694915254237288
23,81.52130034439631,187.71649940721286,0.1694915254237288
23,27.387964678496804,41.74187144532542,0.1694915254237288
24,21.292132535334467,33.0272996343648,0.1568627450980392
24,20.48103468518992,34.788681323341166,0.1568627450980392
24,39.82427700569825,39.075757953280515,0.1568627450980392
24,81.0386461192891,206.7567685309022,0.1568627450980392
24,52.91051611339494,72.74025625663482,0.1568627450980392
24,31.706191332993672,33.53006285455228,0.1568627450980392
24,32.843849159783694,143.68386407113223,0.1568627450980392
24,63.158067936627916,99.41260286673047,0.1568627450980392
25,24.13213838100649,30.572793986932297,0.17777777777777778
25,53.06621637216505,62.75588643170981,0.17777777777777778
25,94.50850418046038,151.49593634560688,0.17777777777777778
25,51.619823151810664,82.3748750505736,0.17777777777777778
25,94.01006381983466,204.01157193948382,0.17777777777777778
25,23.398501736566736,36.55127571614255,0.17777777777777778
25,20.45081248190971,36.975120037328814,0.17777777777777778
25,20.510510324292213,61.2561610319289,0.17777777777777778
26,82.6601245769806,126.57522415054665,0.23404255319148937
26,93.76930889057408,211.68517633650814,0.23404255319148937
26,94.86252042221163,233.89069285239742,0.23404255319148937
26,73.72757318720146,15.457296551369359,0.23404255319148937
26,19.964909332407377,37.72733344844018,0.23404255319148937
26,32.83002596714914,36.798983019186835,0.23404255319148937
26,41.72281907360846,38.81089131187316,0.23404255319148937
26,81.5964311381212,151.78468677740616,0.23404255319148937
26,82.13587329357271,205.0611496736943,0.23404255319148937
26,92.95628589191523,185.16155671967124,0.23404255319148937
26,30.20321317044823,38.04431801633139,0.23404255319148937
27,83.5841376578455,198.44778629948883,0.23809523809523808
27,69.4618039641591,69.22710004413514,0.23809523809523808
27,52.9140002415139,144.62951338137137,0.23809523809523808
27,31.53021892913324,39.55123437421763,0.23809523809523808
27,78.9458232740237,77.24350682416481,0.23809523809523808
27,94.34541796986151,242.5214804454517,0.23809523809523808
27,57.57772320340598,90.0018551230969,0.23809523809523808
27,40.867983367746206,64.52015900162775,0.23809523809523808
