c_nationkey,c_acctbal,tpch-1m-customer_rate
0,6737.792335007325,0.05040408872328105
0,7139.1554843070635,0.05040408872328105
0,9254.482193016318,0.05040408872328105
0,4251.7967870982675,0.05040408872328105
0,3558.4240521902143,0.05040408872328105
0,6616.7229209576635,0.05040408872328105
0,-622.1526080007259,0.05040408872328105
0,7304.364512417231,0.05040408872328105
0,8127.490604259567,0.05040408872328105
0,3703.6934263487146,0.05040408872328105
0,-662.4536398752109,0.05040408872328105
0,839.6719735798586,0.05040408872328105
0,6680.839436879567,0.05040408872328105
0,7043.574750268569,0.05040408872328105
0,4830.187362389992,0.05040408872328105
0,2462.615051432879,0.05040408872328105
0,9742.445658783792,0.05040408872328105
0,2142.886406574526,0.05040408872328105
0,9038.536550847131,0.05040408872328105
0,4227.152641613906,0.05040408872328105
0,4189.825059592626,0.05040408872328105
0,-647.4765238681198,0.05040408872328105
0,-673.845311680654,0.05040408872328105
0,3676.918570072977,0.05040408872328105
0,3479.044785466758,0.05040408872328105
0,5320.428723430046,0.05040408872328105
0,3922.69192514908,0.05040408872328105
0,6613.8667043047135,0.05040408872328105
0,-639.483883501598,0.05040408872328105
0,1397.4697567877474,0.05040408872328105
0,3502.6738015487654,0.05040408872328105
0,3260.9678572502926,0.05040408872328105
0,1496.3375392759335,0.05040408872328105
0,4814.059814741626,0.05040408872328105
0,7793.162064241397,0.05040408872328105
0,723.6067571692346,0.05040408872328105
0,1705.703391183674,0.05040408872328105
0,3533.144613729493,0.05040408872328105
0,2479.887569715094,0.05040408872328105
0,6521.3576111096345,0.05040408872328105
0,3405.624014563745,0.05040408872328105
0,1104.284523547176,0.05040408872328105
0,3751.8181820971886,0.05040408872328105
0,677.5177962648482,0.05040408872328105
0,3600.0065094850024,0.05040408872328105
0,-640.8909777210534,0.05040408872328105
0,751.7946097321317,0.05040408872328105
0,7403.949628208918,0.05040408872328105
0,622.8636726961224,0.05040408872328105
0,5588.323411848925,0.05040408872328105
0,2139.105768860763,0.05040408872328105
0,753.4915785737544,0.05040408872328105
0,1199.7011048445358,0.05040408872328105
0,7188.143543619278,0.05040408872328105
0,8291.546820116446,0.05040408872328105
0,6915.5405274516,0.05040408872328105
0,2988.3232747283855,0.05040408872328105
0,5106.775699974179,0.05040408872328105
0,5446.644424953246,0.05040408872328105
0,4225.099508349313,0.05040408872328105
0,704.5874838184584,0.05040408872328105
0,9139.166045302942,0.05040408872328105
0,6775.783956568326,0.05040408872328105
0,8445.225497606658,0.05040408872328105
0,-558.0887869090774,0.05040408872328105
0,4287.58320238476,0.05040408872328105
0,5088.51300208334,0.05040408872328105
0,9150.731075825808,0.05040408872328105
0,4554.630632848669,0.05040408872328105
0,3598.1037155982094,0.05040408872328105
0,632.8250928989463,0.05040408872328105
0,3713.292573047779,0.05040408872328105
0,677.6227274365194,0.05040408872328105
0,5715.364174071615,0.05040408872328105
0,-485.93378178281586,0.05040408872328105
0,727.642868638254,0.05040408872328105
0,6436.456239664889,0.05040408872328105
0,7704.398894698658,0.05040408872328105
0,8280.223426956065,0.05040408872328105
0,7563.225260434845,0.05040408872328105
0,6595.575509920003,0.05040408872328105
0,4746.979708677998,0.05040408872328105
0,-372.1488911444444,0.05040408872328105
0,2786.339991240835,0.05040408872328105
0,8404.594101682887,0.05040408872328105
0,732.9156600147304,0.05040408872328105
0,6664.8519572125115,0.05040408872328105
0,3536.3474895830686,0.05040408872328105
0,8079.28549474597,0.05040408872328105
0,4559.366248004442,0.05040408872328105
0,3618.5864400168844,0.05040408872328105
0,6858.557327793979,0.05040408872328105
0,751.4089066723665,0.05040408872328105
0,4693.348129638512,0.05040408872328105
0,6701.809428526321,0.05040408872328105
0,7084.221424503719,0.05040408872328105
0,3968.356194369558,0.05040408872328105
0,8072.674442092375,0.05040408872328105
0,1397.6350046899279,0.05040408872328105
0,4233.04266454456,0.05040408872328105
0,4605.255875801753,0.05040408872328105
0,8057.302296416167,0.05040408872328105
0,4098.324511232925,0.05040408872328105
0,7359.802247219084,0.05040408872328105
0,7544.215858095991,0.05040408872328105
0,9140.476954302425,0.05040408872328105
0,-686.9394709687691,0.05040408872328105
0,9112.569877823684,0.05040408872328105
0,1630.069949765307,0.05040408872328105
0,-651.4971530744504,0.05040408872328105
0,2943.1099033871365,0.05040408872328105
0,9041.70715632856,0.05040408872328105
0,9147.22243535059,0.05040408872328105
0,6705.20146829131,0.05040408872328105
0,9161.997679644579,0.05040408872328105
0,7891.215847615345,0.05040408872328105
0,7578.8447874361555,0.05040408872328105
0,4026.1830546949564,0.05040408872328105
0,3500.442337790986,0.05040408872328105
0,5762.007304636339,0.05040408872328105
0,6734.755388208295,0.05040408872328105
0,695.7984389095734,0.05040408872328105
0,4030.9958711528434,0.05040408872328105
0,1649.1573286805942,0.05040408872328105
0,-436.9755757395209,0.05040408872328105
0,7238.490672388418,0.05040408872328105
0,6146.62328882725,0.05040408872328105
0,4384.85691829287,0.05040408872328105
0,679.3765236110188,0.05040408872328105
0,9056.70470860232,0.05040408872328105
0,2872.20634045999,0.05040408872328105
0,995.256362880426,0.05040408872328105
0,8980.49474506782,0.05040408872328105
0,2593.7289805522187,0.05040408872328105
0,3467.170608193224,0.05040408872328105
0,630.5171679182286,0.05040408872328105
0,6542.271327642803,0.05040408872328105
0,2833.130570312096,0.05040408872328105
0,3666.9501212386554,0.05040408872328105
0,681.5939111853004,0.05040408872328105
0,1321.5968554568315,0.05040408872328105
0,1859.7589258357118,0.05040408872328105
0,7021.398917896111,0.05040408872328105
0,6562.186606527258,0.05040408872328105
0,4241.846999007536,0.05040408872328105
0,9277.286568449601,0.05040408872328105
0,3523.4492287600547,0.05040408872328105
0,6729.224448509669,0.05040408872328105
0,6633.110756042519,0.05040408872328105
0,1214.7703177643439,0.05040408872328105
0,7555.164805308289,0.05040408872328105
0,7593.599816651853,0.05040408872328105
0,4070.908641052777,0.05040408872328105
0,1170.7288855423296,0.05040408872328105
0,3474.562369513336,0.05040408872328105
0,2330.555184001699,0.05040408872328105
0,6980.493403602323,0.05040408872328105
0,7882.481109679864,0.05040408872328105
0,4623.289829093736,0.05040408872328105
0,6467.246415693391,0.05040408872328105
0,4868.290493944298,0.05040408872328105
0,9379.526037848924,0.05040408872328105
0,4316.554232544308,0.05040408872328105
0,822.8801198215583,0.05040408872328105
0,598.5678693285489,0.05040408872328105
0,2570.1673215223113,0.05040408872328105
0,4311.456996420396,0.05040408872328105
0,4280.679028235892,0.05040408872328105
0,3328.039113777427,0.05040408872328105
0,9067.30397051721,0.05040408872328105
0,9330.893499676957,0.05040408872328105
0,5471.912275694157,0.05040408872328105
0,6768.222338308342,0.05040408872328105
0,2764.101063156436,0.05040408872328105
0,700.2148324098927,0.05040408872328105
0,-337.9566870497003,0.05040408872328105
0,3440.087774403304,0.05040408872328105
0,8527.903570365075,0.05040408872328105
0,4237.149382543349,0.05040408872328105
0,2791.8465099480354,0.05040408872328105
0,536.4438800881413,0.05040408872328105
0,7908.216788603973,0.05040408872328105
0,4539.105496140578,0.05040408872328105
0,1600.6625527297567,0.05040408872328105
0,3524.644344044139,0.05040408872328105
0,589.2218293225329,0.05040408872328105
0,4424.415813582063,0.05040408872328105
0,4423.585711472007,0.05040408872328105
0,6894.474664400933,0.05040408872328105
0,1237.3411124878883,0.05040408872328105
0,1558.334788609465,0.05040408872328105
0,7554.485047771119,0.05040408872328105
0,-711.0798167584188,0.05040408872328105
0,4060.462389201689,0.05040408872328105
0,151.39673780881458,0.05040408872328105
0,6517.280848356277,0.05040408872328105
0,1262.4053933734076,0.05040408872328105
0,1413.9810879006418,0.05040408872328105
0,7091.098956371642,0.05040408872328105
0,6563.247112315956,0.05040408872328105
0,765.683845456015,0.05040408872328105
0,3361.427021553028,0.05040408872328105
0,6676.471813273303,0.05040408872328105
0,3584.485059778669,0.05040408872328105
0,1527.0423691241542,0.05040408872328105
0,644.0563422867386,0.05040408872328105
0,8871.369113525448,0.05040408872328105
0,7233.125629687532,0.05040408872328105
0,4145.436643470236,0.05040408872328105
0,4540.074650888359,0.05040408872328105
0,6667.066803085634,0.05040408872328105
0,3790.2319475467357,0.05040408872328105
0,8293.573360801805,0.05040408872328105
0,1236.2855697039752,0.05040408872328105
0,8984.567121405473,0.05040408872328105
0,9235.847175968096,0.05040408872328105
0,709.2040191972859,0.05040408872328105
0,6565.107565024683,0.05040408872328105
0,7118.792168941376,0.05040408872328105
0,3608.5140779289377,0.05040408872328105
0,9609.842071292564,0.05040408872328105
0,6391.147954226379,0.05040408872328105
0,1028.7789436277812,0.05040408872328105
0,786.739930053577,0.05040408872328105
0,9474.682999238492,0.05040408872328105
0,3452.348560146877,0.05040408872328105
0,6548.570893723128,0.05040408872328105
0,3437.9518717114934,0.05040408872328105
0,3550.1889456516915,0.05040408872328105
0,8437.939143590045,0.05040408872328105
0,-711.3361253918786,0.05040408872328105
0,7589.808885640572,0.05040408872328105
0,4730.25802703208,0.05040408872328105
0,5294.722495704618,0.05040408872328105
0,3894.115103197887,0.05040408872328105
0,2125.9852598975135,0.05040408872328105
0,9407.93622074107,0.05040408872328105
