s_nationkey,s_suppkey,s_acctbal,tpch-1m-supplier_rate
0,86504,8184.5014359667775,0.09785202863961814
0,89471,8148.120877608762,0.09785202863961814
0,89566,6008.817665850303,0.09785202863961814
0,92863,6644.0272074226805,0.09785202863961814
0,85835,5949.499232976121,0.09785202863961814
0,89595,4119.2371540601525,0.09785202863961814
0,86786,6841.558543144382,0.09785202863961814
0,85132,2961.116594636805,0.09785202863961814
0,93906,1987.3361384756017,0.09785202863961814
0,87088,6111.255874195551,0.09785202863961814
0,85388,4884.935335433907,0.09785202863961814
0,85714,5975.902043415708,0.09785202863961814
0,89408,3054.221623017139,0.09785202863961814
0,76490,7588.98839885568,0.09785202863961814
0,86561,4877.751284750062,0.09785202863961814
0,85878,4942.10347573534,0.09785202863961814
0,88895,2055.83003571405,0.09785202863961814
0,85668,8059.745186750298,0.09785202863961814
0,86749,3993.0661629549936,0.09785202863961814
0,87137,5989.866573396846,0.09785202863961814
0,85100,6744.009326270937,0.09785202863961814
0,86769,6072.53501318082,0.09785202863961814
0,92234,6455.691369522237,0.09785202863961814
0,86561,4774.110049340841,0.09785202863961814
0,88929,8124.617615446246,0.09785202863961814
0,89267,8110.638337428944,0.09785202863961814
0,89241,1875.6129703633753,0.09785202863961814
0,85779,9302.982414264696,0.09785202863961814
0,89566,5865.581821000835,0.09785202863961814
0,86487,8109.659979075634,0.09785202863961814
0,86495,4919.379725134243,0.09785202863961814
0,93906,8038.115900392761,0.09785202863961814
0,86963,7571.043800310022,0.09785202863961814
0,88290,4008.8342191220577,0.09785202863961814
0,85706,6008.770522160792,0.09785202863961814
0,86197,5935.932115625143,0.09785202863961814
0,89499,2015.4219327994924,0.09785202863961814
0,81271,744.0536337806471,0.09785202863961814
0,86970,8146.6332338745215,0.09785202863961814
0,86495,8091.8439523822035,0.09785202863961814
0,87110,3987.505818813875,0.09785202863961814
1,88182,3019.8387022465727,0.10344827586206896
1,85350,1883.451325759155,0.10344827586206896
1,85830,5982.52591707385,0.10344827586206896
1,88394,7578.072274211429,0.10344827586206896
1,88126,2031.0256731358281,0.10344827586206896
1,86855,4110.532002381104,0.10344827586206896
1,87165,7513.403823517669,0.10344827586206896
1,89249,9384.339732425433,0.10344827586206896
1,89356,9330.570299648787,0.10344827586206896
1,88436,4800.803941721211,0.10344827586206896
1,89393,6669.335239376777,0.10344827586206896
1,86629,8091.3537108482,0.10344827586206896
1,89531,6608.738361895347,0.10344827586206896
1,86749,7481.470218648381,0.10344827586206896
1,88022,5938.150158063899,0.10344827586206896
1,93279,4937.874484936755,0.10344827586206896
1,89288,6006.012577454115,0.10344827586206896
1,88130,9346.519746584478,0.10344827586206896
1,85999,5039.228404961557,0.10344827586206896
1,85652,8118.0382064551695,0.10344827586206896
1,89241,3032.6217931374745,0.10344827586206896
1,88182,6661.209808100416,0.10344827586206896
1,88087,2957.926259736193,0.10344827586206896
1,88149,8071.65797816889,0.10344827586206896
1,88366,8056.447094725204,0.10344827586206896
1,89131,6582.7195813921535,0.10344827586206896
1,85655,7480.638368865117,0.10344827586206896
1,88366,632.2926750326844,0.10344827586206896
1,88449,4833.846075710928,0.10344827586206896
1,85779,9347.891432629409,0.10344827586206896
1,88193,5941.036369746832,0.10344827586206896
1,88182,6642.236380776634,0.10344827586206896
1,87157,4060.62918580936,0.10344827586206896
1,85687,5992.889920542609,0.10344827586206896
1,88126,7545.580353826082,0.10344827586206896
1,92994,6572.311120084784,0.10344827586206896
1,88004,2932.06851825744,0.10344827586206896
1,89356,3987.9074116353054,0.10344827586206896
1,86484,7433.954552353164,0.10344827586206896
1,89288,5946.164961891088,0.10344827586206896
1,88269,8089.542953309489,0.10344827586206896
1,89288,6026.739582400357,0.10344827586206896
1,88396,9372.860384879667,0.10344827586206896
1,89669,7509.285839900216,0.10344827586206896
1,88193,9328.87159317595,0.10344827586206896
2,88533,660.5471025993694,0.09247311827956989
2,87127,6052.178226735145,0.09247311827956989
2,89026,7397.501526947335,0.09247311827956989
2,89490,3061.3503604365455,0.09247311827956989
2,86155,4068.7601036287047,0.09247311827956989
2,86071,5998.095992957917,0.09247311827956989
2,88286,3040.6957641552854,0.09247311827956989
2,89591,9309.966792279027,0.09247311827956989
2,87140,6068.097338937836,0.09247311827956989
2,86081,6046.276864367839,0.09247311827956989
2,89081,1995.5633383649676,0.09247311827956989
2,87127,7439.438038918035,0.09247311827956989
2,88344,3037.746934572026,0.09247311827956989
2,88929,4586.32627437142,0.09247311827956989
2,89490,2985.7895234397415,0.09247311827956989
2,87112,5995.927429884885,0.09247311827956989
2,87790,4876.276851970892,0.09247311827956989
2,87423,6569.607166559296,0.09247311827956989
2,89500,8082.730303035016,0.09247311827956989
2,88062,6656.765926482502,0.09247311827956989
2,89065,676.9488592648746,0.09247311827956989
2,86455,7507.234340624191,0.09247311827956989
2,89052,1874.8662831590093,0.09247311827956989
2,87059,8063.382758704156,0.09247311827956989
2,89499,4088.3249750967907,0.09247311827956989
2,86189,5969.158921998468,0.09247311827956989
2,78797,6652.436447550523,0.09247311827956989
2,89065,1926.591492085803,0.09247311827956989
2,87307,1986.818108200803,0.09247311827956989
2,86425,8094.906946909109,0.09247311827956989
2,89052,1960.917111037997,0.09247311827956989
2,89493,4774.909153638663,0.09247311827956989
2,87112,6009.223289194316,0.09247311827956989
2,86425,2022.863714362668,0.09247311827956989
2,88913,2004.8004200771577,0.09247311827956989
2,88062,6637.1266561398725,0.09247311827956989
2,89591,1869.0192825284687,0.09247311827956989
2,86071,6014.019781695751,0.09247311827956989
2,76844,4952.5527248948665,0.09247311827956989
2,86577,9328.912394103936,0.09247311827956989
2,86959,8100.559243919001,0.09247311827956989
2,87380,658.3060285938116,0.09247311827956989
2,88895,8111.723519451808,0.09247311827956989
3,86691,9336.216617730106,0.09129511677282377
3,87944,3071.372125183512,0.09129511677282377
3,85673,5971.4249218127525,0.09129511677282377
3,89241,2011.3213807203103,0.09129511677282377
3,87070,4886.125387006748,0.09129511677282377
3,88004,2969.339653243112,0.09129511677282377
3,86360,7480.099343370453,0.09129511677282377
3,84206,4878.026820872292,0.09129511677282377
3,79107,1937.7671561308246,0.09129511677282377
3,85696,9347.651772162695,0.09129511677282377
3,89399,6651.821315539908,0.09129511677282377
3,78989,8122.194404530559,0.09129511677282377
3,87948,9346.024945577507,0.09129511677282377
3,87449,619.6943240046849,0.09129511677282377
3,88288,8186.554585614918,0.09129511677282377
3,79962,646.4238564171437,0.09129511677282377
3,88182,3101.970466529458,0.09129511677282377
3,89363,4878.553744484234,0.09129511677282377
3,86455,3080.4276975281814,0.09129511677282377
3,76485,4157.946671035792,0.09129511677282377
3,86216,4105.580091416671,0.09129511677282377
3,89052,1996.015629548928,0.09129511677282377
3,85714,5992.254820465663,0.09129511677282377
3,89065,642.1307271416374,0.09129511677282377
3,87944,9332.153234457046,0.09129511677282377
3,89094,2023.7624584073092,0.09129511677282377
3,89065,654.2992074714922,0.09129511677282377
3,86216,4071.5160395073635,0.09129511677282377
3,89065,1876.6830892297314,0.09129511677282377
3,87952,9351.956792668256,0.09129511677282377
3,85634,9310.211457295101,0.09129511677282377
3,80023,6684.118894330966,0.09129511677282377
3,87070,4996.33261927088,0.09129511677282377
3,89652,6670.10462641439,0.09129511677282377
3,89430,6591.406755354192,0.09129511677282377
3,89589,1966.5137878340838,0.09129511677282377
3,89652,658.3707109678202,0.09129511677282377
3,85714,5985.171024174235,0.09129511677282377
3,86425,8191.380039713869,0.09129511677282377
3,86691,8104.105602307546,0.09129511677282377
3,88224,6710.466602048296,0.09129511677282377
3,87790,639.4616575190041,0.09129511677282377
3,86691,4036.29588975215,0.09129511677282377
4,91064,2889.1629802135762,0.10886075949367088
4,86303,9277.429926092025,0.10886075949367088
4,88355,4639.015933200714,0.10886075949367088
4,86561,6552.505353690979,0.10886075949367088
4,91247,6408.153106634679,0.10886075949367088
4,88955,5830.1702607575235,0.10886075949367088
4,92076,5904.049509916542,0.10886075949367088
4,90809,6470.32232038656,0.10886075949367088
4,86637,3886.959828600593,0.10886075949367088
4,86256,4796.805717867256,0.10886075949367088
4,86875,8037.761586753793,0.10886075949367088
4,86271,4734.737224100132,0.10886075949367088
4,88760,8047.299974936597,0.10886075949367088
4,86557,7458.948921376617,0.10886075949367088
4,86635,3957.0754089854436,0.10886075949367088
4,91002,2930.895859996451,0.10886075949367088
4,86238,1830.723384809112,0.10886075949367088
4,86635,9305.39669273327,0.10886075949367088
4,86530,5872.692379529066,0.10886075949367088
4,89859,659.0301232803422,0.10886075949367088
4,86648,5850.5182435005445,0.10886075949367088
4,89408,3972.151017033431,0.10886075949367088
4,86303,1907.781645106316,0.10886075949367088
4,86803,4764.88600736265,0.10886075949367088
4,88851,1949.7268182726605,0.10886075949367088
4,89825,2827.7633975947815,0.10886075949367088
4,86333,1909.2788716636435,0.10886075949367088
4,86210,593.1693955087032,0.10886075949367088
4,88062,5841.076210210891,0.10886075949367088
4,93448,637.6337369395237,0.10886075949367088
4,90482,5919.331880849682,0.10886075949367088
4,91244,7437.253852442942,0.10886075949367088
4,88757,9280.227669572563,0.10886075949367088
4,86854,8096.001751270034,0.10886075949367088
4,86598,4880.394701916135,0.10886075949367088
4,86210,9290.713390974035,0.10886075949367088
4,86345,1907.2596990051313,0.10886075949367088
4,87870,3955.9674536043467,0.10886075949367088
4,93730,6504.319840064882,0.10886075949367088
4,87215,5902.114650943081,0.10886075949367088
4,88760,2947.0485121663064,0.10886075949367088
4,86523,7361.881744639461,0.10886075949367088
4,86509,5967.777956891791,0.10886075949367088
5,88679,6469.152323759284,0.109375
5,86303,3975.9114234171593,0.109375
5,94018,6531.7074848446355,0.109375
5,88062,5752.356613387184,0.109375
5,92207,2012.8757713311593,0.109375
5,92241,6523.1150318391765,0.109375
5,87301,3029.8323967227193,0.109375
5,86855,4944.633264558765,0.109375
5,88062,5854.478555279335,0.109375
5,85104,8064.575944631927,0.109375
5,88757,8067.08986485701,0.109375
5,86648,4859.340371446795,0.109375
5,89281,7476.206945356708,0.109375
5,89957,3975.6959443259166,0.109375
5,93957,8121.908057022034,0.109375
5,86247,5915.344280356776,0.109375
5,86227,4964.663973473518,0.109375
5,93595,630.7846626506388,0.109375
5,84885,670.5376648232271,0.109375
5,94212,6532.8256515131125,0.109375
5,94071,2910.026490946758,0.109375
5,86216,9265.889099063972,0.109375
5,93783,4934.319208707182,0.109375
5,86256,4921.045977024715,0.109375
5,88585,7438.434321381097,0.109375
5,91002,647.8694013096737,0.109375
5,91547,5905.366147183335,0.109375
5,93722,4837.074834954812,0.109375
5,93417,5926.760519780733,0.109375
5,86217,2022.2522301329923,0.109375
5,88743,9309.453393229307,0.109375
5,86854,9279.13999035853,0.109375
5,86217,1918.215993776773,0.109375
5,86210,8114.24185355338,0.109375
5,86210,3973.341364755333,0.109375
5,86216,1970.8256256846346,0.109375
5,86803,4838.792983510162,0.109375
5,94005,668.2625523741856,0.109375
5,86691,1887.0096807687578,0.109375
5,89356,1985.6011898470463,0.109375
5,91106,1962.2492947786372,0.109375
5,88004,629.1852061741608,0.109375
6,86586,3949.6057962177624,0.1004566210045662
6,87176,2894.415908166957,0.1004566210045662
6,85350,9288.041697307013,0.1004566210045662
6,86854,2883.4313020384157,0.1004566210045662
6,86872,1932.2688350485346,0.1004566210045662
6,86425,8032.568677801007,0.1004566210045662
6,86071,2967.1612191450263,0.1004566210045662
6,89124,606.6433512949014,0.1004566210045662
6,86071,5851.233568527229,0.1004566210045662
6,86155,9282.945818957505,0.1004566210045662
6,88062,6556.539830051314,0.1004566210045662
6,86217,1877.4304060571963,0.1004566210045662
6,89172,4827.3343635481615,0.1004566210045662
6,86108,9256.2183510159,0.1004566210045662
6,92463,6534.4595047776775,0.1004566210045662
6,86589,4747.0582512564515,0.1004566210045662
6,86071,5893.553160676008,0.1004566210045662
6,94390,7445.276515699913,0.1004566210045662
6,87400,613.7595744579171,0.1004566210045662
6,86581,4786.881583236539,0.1004566210045662
6,89566,4838.230186004903,0.1004566210045662
6,86586,1945.6114271218096,0.1004566210045662
6,87157,9282.241580648537,0.1004566210045662
6,85813,2929.221806254883,0.1004566210045662
6,85617,7420.163768114652,0.1004566210045662
6,89034,4747.5808886174855,0.1004566210045662
6,88824,1889.9687547891083,0.1004566210045662
6,89081,8041.587805722261,0.1004566210045662
6,88344,5882.958049647138,0.1004566210045662
6,88646,576.5297817284547,0.1004566210045662
6,86586,8048.706836945331,0.1004566210045662
6,87671,7327.510350474079,0.1004566210045662
6,86509,7375.745794046669,0.1004566210045662
6,89591,1928.6269719825732,0.1004566210045662
6,88062,2978.062969097306,0.1004566210045662
6,87637,8039.858948658662,0.1004566210045662
6,89613,4841.798257181361,0.1004566210045662
6,89094,1955.8527161786458,0.1004566210045662
6,86586,8018.65591063011,0.1004566210045662
6,88004,2883.25838618529,0.1004566210045662
6,85835,7374.876802085006,0.1004566210045662
6,87464,9269.275322964273,0.1004566210045662
6,87739,6374.344565274178,0.1004566210045662
6,88312,2910.7704334663913,0.1004566210045662
7,88670,6508.202349873388,0.0911214953271028
7,89145,6568.960362558083,0.0911214953271028
7,88760,4952.225873866857,0.0911214953271028
7,86216,1996.6822687620556,0.0911214953271028
7,86216,8074.219714661622,0.0911214953271028
7,89281,3007.900795892399,0.0911214953271028
7,86691,2941.1880147052416,0.0911214953271028
7,85779,9268.552970041996,0.0911214953271028
7,86316,1961.5127259036606,0.0911214953271028
7,87402,5927.508647928691,0.0911214953271028
7,86216,1937.6792550223904,0.0911214953271028
7,86216,9317.67616421261,0.0911214953271028
7,86216,8043.65680705179,0.0911214953271028
7,85132,9313.374668910672,0.0911214953271028
7,85673,5864.768950395914,0.0911214953271028
7,85043,3881.4574310883963,0.0911214953271028
7,76485,8040.683478395624,0.0911214953271028
7,88760,1951.0362053642405,0.0911214953271028
7,88611,1947.2855462887355,0.0911214953271028
7,89094,4920.284942291648,0.0911214953271028
7,88176,2852.996949776617,0.0911214953271028
7,84866,2973.5618000586874,0.0911214953271028
7,93618,638.8701671571735,0.0911214953271028
7,87301,2954.4117394496475,0.0911214953271028
7,93503,4804.028493533164,0.0911214953271028
7,88746,596.7154502309045,0.0911214953271028
7,94212,6595.569774058273,0.0911214953271028
7,75403,3973.0320429919434,0.0911214953271028
7,89081,7516.325949456704,0.0911214953271028
7,89281,5903.667219148677,0.0911214953271028
7,86216,2940.9974602252273,0.0911214953271028
7,87993,2906.711002187896,0.0911214953271028
7,88034,2856.800923432658,0.0911214953271028
7,88974,7344.268763172758,0.0911214953271028
7,88611,1969.8638570832875,0.0911214953271028
7,86687,9294.852967547891,0.0911214953271028
7,94161,4861.758426867089,0.0911214953271028
7,85104,9275.850734740927,0.0911214953271028
7,93618,666.7451152888881,0.0911214953271028
8,88288,639.7235209533512,0.09839816933638444
8,88929,8097.734648202125,0.09839816933638444
8,86216,7355.190517444783,0.09839816933638444
8,86216,7360.152357899635,0.09839816933638444
8,88743,9289.690165000575,0.09839816933638444
8,92393,630.3216426319586,0.09839816933638444
8,89408,3935.5527519465068,0.09839816933638444
8,87390,1882.4245192381477,0.09839816933638444
8,89591,9300.67823545155,0.09839816933638444
8,86425,3983.0230715080943,0.09839816933638444
8,75502,6565.223809420023,0.09839816933638444
8,89065,1952.923211548552,0.09839816933638444
8,77847,1970.5032912124425,0.09839816933638444
8,89052,1939.6086405650954,0.09839816933638444
8,89499,1956.9121357452077,0.09839816933638444
8,88659,631.3215978368738,0.09839816933638444
8,82488,627.1181801865305,0.09839816933638444
8,86261,3835.051166258704,0.09839816933638444
8,85341,3920.9286444655972,0.09839816933638444
8,89493,4838.601051800327,0.09839816933638444
8,87421,3882.5555660236637,0.09839816933638444
8,89352,9308.462110620061,0.09839816933638444
8,87402,5928.1234144930295,0.09839816933638444
8,88577,5909.877298483089,0.09839816933638444
8,88419,1976.940868650635,0.09839816933638444
8,75461,668.8283849365598,0.09839816933638444
8,76036,5915.113988210254,0.09839816933638444
8,82600,2990.6407109705965,0.09839816933638444
8,88952,9298.189741308928,0.09839816933638444
8,84993,683.7820407011387,0.09839816933638444
8,86484,7343.34873361666,0.09839816933638444
8,88941,8028.175277159069,0.09839816933638444
8,88436,1904.1147888652567,0.09839816933638444
8,88929,4786.283407271516,0.09839816933638444
8,93347,5888.415654264543,0.09839816933638444
8,79037,5880.886912949932,0.09839816933638444
