r_movieid,rating,movielen-1m-ratings_rate
1,3.523735,0.007735849056603773
1,3.5430744,0.007735849056603773
1,3.522689,0.007735849056603773
1,3.5097623,0.007735849056603773
1,3.5550246,0.007735849056603773
1,3.5202992,0.007735849056603773
1,3.546003,0.007735849056603773
1,3.5283809,0.007735849056603773
1,3.5617058,0.007735849056603773
1,3.5246859,0.007735849056603773
1,3.511596,0.007735849056603773
1,3.5122626,0.007735849056603773
1,3.5101619,0.007735849056603773
1,3.5572367,0.007735849056603773
1,3.5133452,0.007735849056603773
1,3.5564923,0.007735849056603773
1,3.5548525,0.007735849056603773
1,3.5589821,0.007735849056603773
1,3.5180702,0.007735849056603773
1,3.5121603,0.007735849056603773
1,3.5459745,0.007735849056603773
1,3.5514526,0.007735849056603773
1,3.5444944,0.007735849056603773
1,3.532407,0.007735849056603773
1,3.5175042,0.007735849056603773
1,3.5281003,0.007735849056603773
1,3.5588734,0.007735849056603773
1,3.5435932,0.007735849056603773
1,3.5373964,0.007735849056603773
1,3.539455,0.007735849056603773
1,3.5490224,0.007735849056603773
1,3.520033,0.007735849056603773
1,3.538123,0.007735849056603773
1,3.5910258,0.007735849056603773
1,3.5428178,0.007735849056603773
1,3.5410154,0.007735849056603773
1,3.5191908,0.007735849056603773
1,3.5040853,0.007735849056603773
1,3.5742495,0.007735849056603773
1,3.525857,0.007735849056603773
1,3.5356915,0.007735849056603773
1,3.5236351,0.007735849056603773
1,3.534895,0.007735849056603773
1,3.5191147,0.007735849056603773
1,3.485561,0.007735849056603773
1,3.559511,0.007735849056603773
1,3.5570483,0.007735849056603773
1,3.553815,0.007735849056603773
1,3.5339277,0.007735849056603773
1,3.5448565,0.007735849056603773
1,3.4883864,0.007735849056603773
1,3.5294564,0.007735849056603773
1,3.5574582,0.007735849056603773
1,3.5372791,0.007735849056603773
1,3.5638828,0.007735849056603773
1,3.5218499,0.007735849056603773
1,3.4811602,0.007735849056603773
1,3.5459747,0.007735849056603773
1,3.5086908,0.007735849056603773
1,3.6304643,0.007735849056603773
1,3.5440574,0.007735849056603773
1,3.5157433,0.007735849056603773
1,3.5099406,0.007735849056603773
1,3.5077474,0.007735849056603773
1,3.5382679,0.007735849056603773
