b_education_num,census2-adult-b_rate
1,0.04824561403508772
1,0.04824561403508772
1,0.04824561403508772
1,0.04824561403508772
1,0.04824561403508772
1,0.04824561403508772
1,0.04824561403508772
1,0.04824561403508772
1,0.04824561403508772
1,0.04824561403508772
1,0.04824561403508772
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
2,0.05058365758754864
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
3,0.05019059720457433
4,0.04998344918901026
