s_nationkey,s_acctbal,tpch-1m-supplier_rate
0,4242.160228225275,0.1
0,7403.606316000236,0.1
0,4014.990784798781,0.1
0,1316.0380805655348,0.1
0,7329.3594479493195,0.1
0,-400.0464268947393,0.1
0,-378.90704316086146,0.1
0,4229.247182723763,0.1
0,4140.714381846513,0.1
0,4255.985170870012,0.1
0,4326.0774443341925,0.1
0,4310.474014251643,0.1
0,1372.024649606687,0.1
0,-338.6165769109915,0.1
0,7336.104792237967,0.1
0,4145.017804329263,0.1
0,1224.324511808019,0.1
0,4300.380913109039,0.1
0,1348.0858241851824,0.1
0,7361.153482258617,0.1
0,9203.246032469702,0.1
0,1235.1341562833481,0.1
0,9274.338099260922,0.1
0,7176.9387152163135,0.1
0,7381.272388141606,0.1
0,7514.171267360992,0.1
0,7371.992994574916,0.1
0,4321.000851134296,0.1
0,7333.867322200888,0.1
0,1390.9897291199732,0.1
0,1346.4528007797267,0.1
0,4090.5996181120227,0.1
0,1212.1941461747947,0.1
0,4322.680673621977,0.1
0,1277.6127208384755,0.1
0,4085.0618402434616,0.1
0,1216.9944921588733,0.1
0,1349.6620047775841,0.1
0,4319.873202675844,0.1
0,4273.805979355517,0.1
0,9256.126126223207,0.1
0,-398.69693628173485,0.1
0,3816.707311953859,0.1
0,1403.4935134614489,0.1
0,7315.817116229644,0.1
0,7417.1868554208695,0.1
0,4166.58499590685,0.1
0,7324.532089541594,0.1
0,7242.362379693574,0.1
0,7449.849544507974,0.1
0,-427.2078099289665,0.1
0,4132.768082814434,0.1
0,4116.913616893736,0.1
0,7211.723487394741,0.1
0,1334.3991216500572,0.1
0,1397.5208527878206,0.1
0,4273.3166999420155,0.1
0,4220.083651131664,0.1
0,7312.5331767778025,0.1
0,7332.556833320291,0.1
0,4162.592270159048,0.1
0,7197.3549027334675,0.1
0,1260.9157229661637,0.1
0,1220.723054210345,0.1
0,1173.9601320414606,0.1
0,7380.301481093091,0.1
0,7385.187553245839,0.1
0,4181.782403533618,0.1
0,1299.3306741159413,0.1
0,4279.932387694982,0.1
0,1405.936101405911,0.1
0,7113.590479779889,0.1
0,7319.655890822971,0.1
0,4170.228475372581,0.1
0,7326.952805641521,0.1
0,1245.6288177408528,0.1
0,1368.6096553060565,0.1
0,-395.7489807596434,0.1
0,1142.7801530074216,0.1
0,7269.225778644512,0.1
0,-401.72650470109204,0.1
0,4150.516559593217,0.1
0,7671.872926641663,0.1
0,7222.7847371286525,0.1
0,4248.698587601845,0.1
0,1395.2908078510466,0.1
0,4401.583489676682,0.1
0,4119.353944216322,0.1
0,-394.26488751412415,0.1
0,1426.4507707323216,0.1
0,7462.089259129091,0.1
0,1300.2827219688836,0.1
0,7277.150093159731,0.1
0,4311.854827306921,0.1
0,1262.1515580578255,0.1
0,7331.086975337849,0.1
0,4327.263816850113,0.1
0,4186.953942153234,0.1
0,4083.95998733134,0.1
0,9257.011329914432,0.1
0,1322.6537273566446,0.1
0,9216.873046632467,0.1
0,7479.598035582917,0.1
0,4207.463989388751,0.1
0,4172.110251665542,0.1
0,1272.081176044453,0.1
0,7119.399693132202,0.1
0,4117.057259407391,0.1
0,9188.210703108958,0.1
0,4208.843476027947,0.1
0,7339.653444992557,0.1
0,4069.1283366203966,0.1
0,9336.90930506011,0.1
0,7426.644617968058,0.1
0,1386.9692174740228,0.1
0,4266.920513760237,0.1
0,4041.6930431915353,0.1
0,3879.656459150791,0.1
0,4204.384422270797,0.1
0,4172.9165271309275,0.1
0,4082.726494579764,0.1
0,9218.833102807646,0.1
0,1325.6955779058203,0.1
0,9263.90505627044,0.1
0,7317.10950104868,0.1
0,1327.3093566755826,0.1
0,7216.437877951783,0.1
0,4273.7974364938955,0.1
0,9230.422989574414,0.1
0,1461.2136890822953,0.1
0,4058.4810741433494,0.1
0,4270.143491790786,0.1
0,9269.104288218605,0.1
0,4474.304687351535,0.1
0,1407.689871796019,0.1
0,7315.853058848656,0.1
0,9244.980712315162,0.1
0,1224.6609260115843,0.1
0,7365.86598317312,0.1
0,4127.417348164771,0.1
0,4008.146032582804,0.1
0,4299.828778501267,0.1
0,4308.958815768376,0.1
0,1392.2995998976664,0.1
0,4115.530415361945,0.1
