c_nationkey,c_acctbal,tpch-1m-customer_sample_for_train_rate
0,7559.750627558137,0.003002802297215366
0,1473.0792086120541,0.003002802297215366
0,1573.2410038747769,0.003002802297215366
0,7551.304207627631,0.003002802297215366
2,7476.019924876199,0.0029893089365105054
0,1609.7778257513403,0.003002802297215366
0,4591.924144732067,0.003002802297215366
0,7551.807693628322,0.003002802297215366
0,4637.125997883279,0.003002802297215366
0,-366.1408935341121,0.003002802297215366
2,1500.9978528555678,0.0029893089365105054
0,1540.5515220299048,0.003002802297215366
0,7472.460988175184,0.003002802297215366
0,4636.038175727776,0.003002802297215366
2,1541.369542717853,0.0029893089365105054
0,4562.710508294994,0.003002802297215366
0,1606.286889456091,0.003002802297215366
0,7457.322012028149,0.003002802297215366
2,1561.7433799302278,0.0029893089365105054
0,7719.3218556290385,0.003002802297215366
2,1622.7781472817176,0.0029893089365105054
0,4607.005773966045,0.003002802297215366
2,1574.4264614201347,0.0029893089365105054
0,4617.572658744117,0.003002802297215366
0,7550.8159835607685,0.003002802297215366
2,1578.8478078480578,0.0029893089365105054
0,7512.341360469773,0.003002802297215366
0,-291.9329000511202,0.003002802297215366
0,1435.766804115465,0.003002802297215366
0,-357.69748823520075,0.003002802297215366
2,1537.6448853500783,0.0029893089365105054
0,7658.365507150834,0.003002802297215366
0,4532.968176781373,0.003002802297215366
0,7579.257788569741,0.003002802297215366
2,4700.034302591375,0.0029893089365105054
0,7474.243050861985,0.003002802297215366
0,1545.4551576926729,0.003002802297215366
0,-295.68050280367083,0.003002802297215366
0,7585.61803879095,0.003002802297215366
0,7521.095097625251,0.003002802297215366
0,7579.49407332891,0.003002802297215366
0,4684.185413283468,0.003002802297215366
0,4588.924664613606,0.003002802297215366
0,1568.6364275168357,0.003002802297215366
0,4506.908711106976,0.003002802297215366
2,-352.4622829128451,0.0029893089365105054
0,4657.469708670012,0.003002802297215366
0,9308.739326901255,0.003002802297215366
0,4645.688203260136,0.003002802297215366
0,4618.182992015202,0.003002802297215366
0,7516.6631013258675,0.003002802297215366
0,4593.139701697783,0.003002802297215366
0,7512.520373523152,0.003002802297215366
0,4581.331668360804,0.003002802297215366
0,4607.082288780679,0.003002802297215366
2,4661.10321797918,0.0029893089365105054
2,1536.871765662762,0.0029893089365105054
0,9342.502432114712,0.003002802297215366
0,1400.9052159257556,0.003002802297215366
0,7697.687769963523,0.003002802297215366
0,4667.290010939743,0.003002802297215366
0,7557.970781989592,0.003002802297215366
2,-326.21949616808735,0.0029893089365105054
0,7552.221725066033,0.003002802297215366
0,7550.922697773508,0.003002802297215366
0,7506.525147188197,0.003002802297215366
0,4561.847659341423,0.003002802297215366
2,-322.62241995044013,0.0029893089365105054
2,1629.8647180175344,0.0029893089365105054
0,4630.764821358891,0.003002802297215366
0,7560.170475082107,0.003002802297215366
0,9339.973363564088,0.003002802297215366
0,7569.334144316022,0.003002802297215366
2,4615.657319861604,0.0029893089365105054
1,-265.7102413148679,0.003004118165155086
0,1609.0322418561082,0.003002802297215366
0,7528.802614782297,0.003002802297215366
0,4568.078103406736,0.003002802297215366
0,1531.9559890702892,0.003002802297215366
0,1591.332366741945,0.003002802297215366
0,4687.590466320579,0.003002802297215366
0,9363.908099168313,0.003002802297215366
2,1596.9401558883096,0.0029893089365105054
0,1569.82090806482,0.003002802297215366
0,9422.022579148392,0.003002802297215366
0,1563.4228833817538,0.003002802297215366
0,4584.515300283352,0.003002802297215366
0,7524.170639035191,0.003002802297215366
0,7610.523020544016,0.003002802297215366
0,-332.2253235414769,0.003002802297215366
0,1537.9252549812993,0.003002802297215366
0,1584.4151067894645,0.003002802297215366
0,9369.330980674547,0.003002802297215366
0,1549.2883639652887,0.003002802297215366
2,1615.076370701848,0.0029893089365105054
0,7530.860225621971,0.003002802297215366
0,7542.335679442745,0.003002802297215366
0,4975.599884913762,0.003002802297215366
0,4542.367018363434,0.003002802297215366
0,7638.762363394717,0.003002802297215366
0,7665.4092764544785,0.003002802297215366
0,7628.283038481355,0.003002802297215366
0,4633.794627653319,0.003002802297215366
0,4679.552865598416,0.003002802297215366
0,7571.4326390472925,0.003002802297215366
0,7539.174673127936,0.003002802297215366
0,1594.2921373626136,0.003002802297215366
0,-303.8368473226845,0.003002802297215366
0,7536.594370885591,0.003002802297215366
0,9400.02450423421,0.003002802297215366
0,1601.326187335856,0.003002802297215366
0,1680.473611191831,0.003002802297215366
2,-361.1720324448883,0.0029893089365105054
0,1552.4569831040087,0.003002802297215366
0,4567.441980693033,0.003002802297215366
2,1573.4830662156737,0.0029893089365105054
0,9294.746156032874,0.003002802297215366
0,7504.633621985818,0.003002802297215366
0,7616.201206666645,0.003002802297215366
0,4584.3062194515915,0.003002802297215366
0,-303.42011913011515,0.003002802297215366
0,4542.772968576338,0.003002802297215366
0,4701.812011891801,0.003002802297215366
