c_nationkey,c_acctbal,tpch-1m-customer-with-inc_rate
0,5194.960096662574,0.04647922753923257
0,6917.53118508052,0.04647922753923257
0,3421.8659086350362,0.04647922753923257
0,2182.2195289684532,0.04647922753923257
0,9030.764786158874,0.04647922753923257
0,4060.732255421666,0.04647922753923257
0,-761.9995497174781,0.04647922753923257
0,9806.440952217175,0.04647922753923257
0,1652.507505371568,0.04647922753923257
0,2678.668643911673,0.04647922753923257
0,3142.8466328686172,0.04647922753923257
0,8021.515246786894,0.04647922753923257
0,4674.708153744943,0.04647922753923257
0,4879.216766629546,0.04647922753923257
0,9686.778541482794,0.04647922753923257
0,9614.027187259422,0.04647922753923257
0,6354.9157075932635,0.04647922753923257
0,520.2613836122657,0.04647922753923257
0,7230.8608503855585,0.04647922753923257
0,3682.9143315996844,0.04647922753923257
0,-113.43447316307447,0.04647922753923257
0,7155.015281410272,0.04647922753923257
0,6132.802445716808,0.04647922753923257
0,4397.267042857995,0.04647922753923257
0,9834.638525208109,0.04647922753923257
0,1938.3345425836405,0.04647922753923257
0,3906.129067546777,0.04647922753923257
0,7575.9880349307905,0.04647922753923257
0,2206.2627864151723,0.04647922753923257
0,721.0489791090056,0.04647922753923257
0,6426.3361685575,0.04647922753923257
0,8887.464164806745,0.04647922753923257
0,3476.565818855539,0.04647922753923257
0,9118.544857455712,0.04647922753923257
0,378.894187221385,0.04647922753923257
0,9713.47519848883,0.04647922753923257
0,6450.987073250175,0.04647922753923257
0,4029.2065351352744,0.04647922753923257
0,4485.276707803788,0.04647922753923257
0,8579.613112874762,0.04647922753923257
0,-750.5251018508561,0.04647922753923257
0,4963.676396447366,0.04647922753923257
0,3849.580679301056,0.04647922753923257
0,5326.549419493072,0.04647922753923257
0,9572.729743311742,0.04647922753923257
0,4590.089591005801,0.04647922753923257
0,596.3377798234526,0.04647922753923257
0,4643.273040916895,0.04647922753923257
0,3078.7856046057977,0.04647922753923257
0,3868.1022737919993,0.04647922753923257
0,1065.6255879841779,0.04647922753923257
0,8379.014469306265,0.04647922753923257
0,8344.610773675411,0.04647922753923257
0,5200.416034054328,0.04647922753923257
0,3601.962135442868,0.04647922753923257
0,2072.5083680223984,0.04647922753923257
0,11.055026912447431,0.04647922753923257
0,2903.8381188611947,0.04647922753923257
0,5911.259594151653,0.04647922753923257
0,632.3216003111179,0.04647922753923257
0,937.4789100688021,0.04647922753923257
0,1012.6998184142064,0.04647922753923257
0,629.6205138318127,0.04647922753923257
0,4156.9332005039305,0.04647922753923257
0,4563.329964675383,0.04647922753923257
0,8451.119718625912,0.04647922753923257
0,-835.0400601781874,0.04647922753923257
0,8127.336850955477,0.04647922753923257
0,-112.36189126793587,0.04647922753923257
0,7237.871381937311,0.04647922753923257
0,5360.128037639618,0.04647922753923257
0,4766.073617638563,0.04647922753923257
0,4488.8502185429425,0.04647922753923257
0,8718.649012673202,0.04647922753923257
0,9713.964200390908,0.04647922753923257
0,6977.372700580451,0.04647922753923257
0,-181.52178140613253,0.04647922753923257
0,2507.0762861411768,0.04647922753923257
0,2984.2236376646006,0.04647922753923257
0,2609.6380961955465,0.04647922753923257
0,76.9015296655607,0.04647922753923257
0,9035.12566700523,0.04647922753923257
0,8508.259814555047,0.04647922753923257
0,8802.998282707915,0.04647922753923257
0,4626.902745834049,0.04647922753923257
0,2633.707182616705,0.04647922753923257
0,4106.870577574573,0.04647922753923257
0,7597.251777389845,0.04647922753923257
0,3306.75883575041,0.04647922753923257
0,-134.1349957919026,0.04647922753923257
0,6267.500204518259,0.04647922753923257
0,1020.8054783565233,0.04647922753923257
0,9413.753384475447,0.04647922753923257
0,9391.73008725622,0.04647922753923257
0,4420.256489533062,0.04647922753923257
0,9448.246025238937,0.04647922753923257
0,5115.351358862052,0.04647922753923257
0,5497.988400951644,0.04647922753923257
0,280.44846367306945,0.04647922753923257
0,6411.0305891253865,0.04647922753923257
0,5626.495035334334,0.04647922753923257
0,6792.62714730628,0.04647922753923257
0,2230.3798107133543,0.04647922753923257
0,6461.793247533344,0.04647922753923257
0,4778.070989748305,0.04647922753923257
0,4133.006708240294,0.04647922753923257
0,3718.747056463093,0.04647922753923257
0,8275.482084194853,0.04647922753923257
0,5365.026646286878,0.04647922753923257
0,4039.854549649651,0.04647922753923257
0,2200.359621700186,0.04647922753923257
0,9315.73879541947,0.04647922753923257
0,7796.154898613538,0.04647922753923257
0,4490.5127771949965,0.04647922753923257
0,7922.8443116110375,0.04647922753923257
0,1443.7811579767028,0.04647922753923257
0,5642.352264634206,0.04647922753923257
0,9694.499510333339,0.04647922753923257
0,9123.25092925173,0.04647922753923257
0,-349.6381430485545,0.04647922753923257
0,9464.92434548271,0.04647922753923257
0,8050.5719471551065,0.04647922753923257
0,-685.972700634002,0.04647922753923257
0,2692.6661585170564,0.04647922753923257
0,4101.587360941982,0.04647922753923257
0,5428.275776336446,0.04647922753923257
0,8410.779201943986,0.04647922753923257
