ws_promo_sk,ws_wholesale_cost,ws_list_price,tpcds-1m-wsales_rate
33,0.3704557,-2.4644911,0.125
1,-9.588044,-25.447899,0.08695652173913043
1,8.970921,8.924865,0.08695652173913043
1,34.170563,48.089787,0.08695652173913043
2,27.781858,46.524292,0.06896551724137931
2,35.857166,60.641712,0.06896551724137931
2,5.1464396,6.169224,0.06896551724137931
2,48.628513,84.75972,0.06896551724137931
3,70.89997,132.12259,0.08
3,28.404016,42.729668,0.08
3,52.029522,88.56777,0.08
3,57.17678,110.75766,0.08
4,28.711714,41.091675,0.10869565217391304
4,29.184858,42.994965,0.10869565217391304
4,66.02755,127.71397,0.10869565217391304
4,26.22394,35.885593,0.10869565217391304
4,26.475069,28.26467,0.10869565217391304
5,29.467773,43.447067,0.1111111111111111
5,44.036324,77.70544,0.1111111111111111
5,-2.7670786,-11.157131,0.1111111111111111
1,2.4228332,-3.0842054,0.08695652173913043
6,72.70757,148.92557,0.07547169811320754
6,56.94114,93.432884,0.07547169811320754
6,-2.335382,2.2006774,0.07547169811320754
6,60.647068,127.45128,0.07547169811320754
7,41.635868,74.328026,0.07692307692307693
7,33.20074,57.193207,0.07692307692307693
7,72.99325,140.51338,0.07692307692307693
7,36.33318,51.41685,0.07692307692307693
8,51.72756,90.96192,0.125
8,17.480196,21.111893,0.125
8,94.612404,198.60922,0.125
8,48.585648,88.62083,0.125
8,67.25421,129.82266,0.125
9,61.541187,113.1887,0.1111111111111111
9,-13.124647,-24.229015,0.1111111111111111
9,26.818357,34.26791,0.1111111111111111
9,26.669487,44.875786,0.1111111111111111
9,30.31418,45.38083,0.1111111111111111
10,49.80877,103.09997,0.1111111111111111
10,17.537853,8.820037,0.1111111111111111
10,76.837204,163.97742,0.1111111111111111
10,21.169638,33.770634,0.1111111111111111
10,6.0877647,5.662578,0.1111111111111111
11,27.792177,40.78204,0.05084745762711865
11,75.98463,148.04872,0.05084745762711865
11,52.841793,93.622765,0.05084745762711865
12,45.083897,95.71261,0.11904761904761904
12,55.243164,95.52503,0.11904761904761904
12,48.34166,89.44352,0.11904761904761904
12,17.403381,24.036753,0.11904761904761904
12,10.213453,21.67256,0.11904761904761904
13,48.330708,77.308846,0.08333333333333333
13,41.34443,86.587265,0.08333333333333333
13,32.639694,62.559467,0.08333333333333333
45,-1.6572795,-12.143231,0.11363636363636363
14,24.404615,44.616146,0.09433962264150944
14,32.001205,58.323383,0.09433962264150944
14,39.342884,74.95485,0.09433962264150944
14,47.801422,90.48319,0.09433962264150944
14,48.18997,104.771034,0.09433962264150944
15,77.83547,136.55853,0.08163265306122448
15,16.430092,22.866882,0.08163265306122448
