r_movieid,rating,movielen-1m-ratingsss_rate
1,4.256707,0.007735849056603773
1,4.0936055,0.007735849056603773
1,4.1164913,0.007735849056603773
1,4.3883605,0.007735849056603773
1,4.478198,0.007735849056603773
1,4.274592,0.007735849056603773
1,4.224257,0.007735849056603773
1,4.1212115,0.007735849056603773
1,4.358992,0.007735849056603773
1,4.1665926,0.007735849056603773
1,4.162181,0.007735849056603773
1,4.1960735,0.007735849056603773
1,4.358881,0.007735849056603773
1,4.0427575,0.007735849056603773
1,4.165181,0.007735849056603773
1,4.1106257,0.007735849056603773
1,4.5422945,0.007735849056603773
1,4.6217527,0.007735849056603773
1,4.446371,0.007735849056603773
1,4.347786,0.007735849056603773
1,4.4170527,0.007735849056603773
1,4.3727617,0.007735849056603773
1,4.4200044,0.007735849056603773
1,4.462618,0.007735849056603773
1,4.269769,0.007735849056603773
1,4.0905175,0.007735849056603773
1,4.128295,0.007735849056603773
1,4.304753,0.007735849056603773
1,4.1668196,0.007735849056603773
1,4.240757,0.007735849056603773
1,4.3650804,0.007735849056603773
1,4.1979737,0.007735849056603773
1,4.25963,0.007735849056603773
1,4.345418,0.007735849056603773
1,4.298211,0.007735849056603773
1,4.3188596,0.007735849056603773
1,4.072771,0.007735849056603773
1,4.134463,0.007735849056603773
1,4.1208572,0.007735849056603773
1,4.058962,0.007735849056603773
1,4.5446706,0.007735849056603773
1,4.2590795,0.007735849056603773
1,4.1725655,0.007735849056603773
1,4.233889,0.007735849056603773
1,4.6117587,0.007735849056603773
1,4.2346883,0.007735849056603773
1,4.224765,0.007735849056603773
1,3.9964771,0.007735849056603773
1,4.287032,0.007735849056603773
1,4.3289804,0.007735849056603773
1,4.1759753,0.007735849056603773
1,4.143997,0.007735849056603773
1,4.18402,0.007735849056603773
1,4.301178,0.007735849056603773
1,4.2850633,0.007735849056603773
1,4.3193626,0.007735849056603773
1,4.2490296,0.007735849056603773
1,4.133937,0.007735849056603773
1,4.220768,0.007735849056603773
1,4.17214,0.007735849056603773
1,4.244883,0.007735849056603773
1,4.2138014,0.007735849056603773
1,4.4903946,0.007735849056603773
1,4.049413,0.007735849056603773
1,4.3270254,0.007735849056603773
1,4.491209,0.007735849056603773
1,4.0616474,0.007735849056603773
1,4.026261,0.007735849056603773
1,4.27327,0.007735849056603773
1,4.338124,0.007735849056603773
1,4.2535834,0.007735849056603773
1,4.192351,0.007735849056603773
1,4.3040986,0.007735849056603773
1,4.1081033,0.007735849056603773
1,4.0025873,0.007735849056603773
1,4.2464805,0.007735849056603773
1,4.4662356,0.007735849056603773
1,4.347382,0.007735849056603773
1,4.0600863,0.007735849056603773
1,4.3312106,0.007735849056603773
1,4.246835,0.007735849056603773
1,4.2538195,0.007735849056603773
1,4.0329366,0.007735849056603773
1,3.9521859,0.007735849056603773
1,4.176755,0.007735849056603773
1,4.2743893,0.007735849056603773
1,4.1799364,0.007735849056603773
1,4.2320433,0.007735849056603773
1,4.261708,0.007735849056603773
1,4.165886,0.007735849056603773
1,4.099934,0.007735849056603773
1,4.342218,0.007735849056603773
1,4.156889,0.007735849056603773
1,4.118989,0.007735849056603773
1,4.1014214,0.007735849056603773
1,4.2544293,0.007735849056603773
1,4.215285,0.007735849056603773
1,4.231256,0.007735849056603773
1,3.977058,0.007735849056603773
1,4.26021,0.007735849056603773
1,4.4943805,0.007735849056603773
1,4.0327187,0.007735849056603773
1,4.4833226,0.007735849056603773
1,3.9649558,0.007735849056603773
1,4.409388,0.007735849056603773
1,4.2198277,0.007735849056603773
1,4.389914,0.007735849056603773
1,4.1173825,0.007735849056603773
1,4.3500137,0.007735849056603773
1,4.179747,0.007735849056603773
1,4.1227694,0.007735849056603773
1,4.348262,0.007735849056603773
1,4.246599,0.007735849056603773
1,4.3110714,0.007735849056603773
1,4.1278825,0.007735849056603773
1,4.236534,0.007735849056603773
1,4.1839366,0.007735849056603773
1,4.1999025,0.007735849056603773
1,4.196691,0.007735849056603773
