b_unique_carrier,flights-flight-b_rate
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
9E,0.04988513291762389
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
AA,0.050010811478701386
