ss_store_sk,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_sales_price,tpcds-06667g-ssales_store_only_outlier_rate
2,50.53657913208008,76.5831527709961,38.35140609741211,1988.9893798828125,0.005160084444673292
2,50.82498550415039,76.87828063964844,38.279537200927734,1927.369384765625,0.005160084444673292
2,50.34953308105469,75.78984069824219,38.063209533691406,1924.4176025390625,0.005160084444673292
2,50.39690017700195,75.97631072998047,38.46043014526367,1947.124267578125,0.005160084444673292
2,49.88295364379883,75.38560485839844,37.72950744628906,1802.95654296875,0.005160084444673292
2,50.281402587890625,75.7000732421875,38.02104949951172,1887.2940673828125,0.005160084444673292
2,49.49386978149414,74.55747985839844,37.83816146850586,1970.366943359375,0.005160084444673292
2,50.688995361328125,76.24182891845703,38.774471282958984,1937.3104248046875,0.005160084444673292
2,49.14225387573242,73.37076568603516,37.80750274658203,1965.64501953125,0.005160084444673292
2,51.05686569213867,76.26094055175781,38.37815856933594,1954.326416015625,0.005160084444673292
2,51.33762741088867,77.39958953857422,39.19342803955078,1984.8485107421875,0.005160084444673292
2,50.484676361083984,76.17378234863281,38.24589538574219,1913.31982421875,0.005160084444673292
2,50.32339859008789,75.53620147705078,37.73435974121094,1910.1234130859375,0.005160084444673292
2,50.162166595458984,75.31258392333984,38.291046142578125,1927.6021728515625,0.005160084444673292
2,51.061885833740234,76.82061767578125,39.449928283691406,2017.384033203125,0.005160084444673292
2,51.80531311035156,77.97296905517578,41.21928787231445,2144.249267578125,0.005160084444673292
2,50.16952896118164,74.40607452392578,37.272125244140625,1872.4381103515625,0.005160084444673292
2,50.034542083740234,74.66385650634766,36.90263748168945,1717.650390625,0.005160084444673292
2,50.716243743896484,76.73059844970703,38.07438659667969,1988.540283203125,0.005160084444673292
2,50.58781051635742,75.99214935302734,38.8122444152832,1969.549072265625,0.005160084444673292
2,51.024688720703125,75.5658187866211,38.52616500854492,1987.7784423828125,0.005160084444673292
2,50.4902458190918,76.55484008789062,40.228797912597656,2135.14404296875,0.005160084444673292
2,49.60531234741211,73.84961700439453,37.883731842041016,1876.9295654296875,0.005160084444673292
2,50.79527282714844,76.17469024658203,38.24911880493164,1907.0784912109375,0.005160084444673292
2,51.61684036254883,76.97740936279297,38.9259147644043,1921.7926025390625,0.005160084444673292
2,50.74243927001953,76.2194595336914,38.535377502441406,1798.7061767578125,0.005160084444673292
2,51.063751220703125,77.05462646484375,38.88209533691406,1951.542236328125,0.005160084444673292
2,51.94388961791992,78.34878540039062,41.30603790283203,2108.158203125,0.005160084444673292
2,50.97016906738281,76.0161361694336,38.83751678466797,1979.409423828125,0.005160084444673292
1,49.971397399902344,74.78916931152344,37.81104278564453,1925.8489990234375,0.004900353517603523
1,51.48855972290039,77.5135498046875,39.32816696166992,1993.3575439453125,0.004900353517603523
2,50.253387451171875,76.6574935913086,37.95332717895508,2109.326171875,0.005160084444673292
2,50.67268371582031,75.41059112548828,37.88558578491211,1893.6663818359375,0.005160084444673292
2,52.956546783447266,80.46524810791016,41.27421569824219,2135.718017578125,0.005160084444673292
2,49.96245574951172,75.47758483886719,37.82994079589844,1834.13916015625,0.005160084444673292
2,51.571449279785156,77.3505630493164,40.518184661865234,2240.273681640625,0.005160084444673292
2,50.35817337036133,75.729248046875,38.75389862060547,1971.9931640625,0.005160084444673292
2,51.254940032958984,76.99793243408203,38.850276947021484,1965.182373046875,0.005160084444673292
2,51.14868927001953,76.95133972167969,39.10031509399414,1958.3604736328125,0.005160084444673292
2,51.64281463623047,77.346435546875,40.51630783081055,2073.96435546875,0.005160084444673292
2,50.35785675048828,75.94823455810547,38.50469207763672,1948.029296875,0.005160084444673292
2,51.244510650634766,76.5473861694336,39.5912971496582,2077.0595703125,0.005160084444673292
2,51.54523849487305,77.53794860839844,39.878963470458984,2129.052734375,0.005160084444673292
2,51.29963302612305,77.40815734863281,39.17464065551758,1938.5587158203125,0.005160084444673292
2,49.939308166503906,75.2945327758789,38.381919860839844,1960.894287109375,0.005160084444673292
2,52.23958206176758,78.67314910888672,40.329647064208984,2019.6298828125,0.005160084444673292
2,51.38059997558594,77.00508117675781,40.72698211669922,1989.6727294921875,0.005160084444673292
1,52.38352584838867,78.86717224121094,40.067283630371094,2010.8204345703125,0.004900353517603523
2,50.266910552978516,75.60108184814453,38.20708084106445,1939.6649169921875,0.005160084444673292
2,49.815826416015625,75.11205291748047,37.8431510925293,1850.8895263671875,0.005160084444673292
2,50.91625213623047,76.74163818359375,39.37578582763672,2024.8272705078125,0.005160084444673292
2,50.228843688964844,74.70199584960938,37.46311950683594,1836.71923828125,0.005160084444673292
2,50.44683837890625,75.90989685058594,38.16048812866211,1915.7969970703125,0.005160084444673292
2,51.6917724609375,78.0278549194336,40.046295166015625,1994.9327392578125,0.005160084444673292
1,50.88572311401367,77.13694763183594,38.03878402709961,1928.384521484375,0.004900353517603523
2,51.613494873046875,77.665771484375,39.315635681152344,1952.7720947265625,0.005160084444673292
2,49.54105758666992,74.92591857910156,37.633026123046875,1819.58642578125,0.005160084444673292
2,48.0350227355957,72.5389633178711,36.188804626464844,1679.734130859375,0.005160084444673292
2,50.325435638427734,75.70108795166016,38.4902229309082,2051.318115234375,0.005160084444673292
2,50.83152770996094,76.28997039794922,38.73616027832031,1995.752197265625,0.005160084444673292
2,50.95877456665039,76.44387817382812,37.95343780517578,1904.55322265625,0.005160084444673292
2,51.349632263183594,76.01575469970703,38.78877258300781,1896.7999267578125,0.005160084444673292
2,50.471675872802734,75.77336883544922,37.899803161621094,1948.78271484375,0.005160084444673292
2,50.538150787353516,75.68576049804688,37.98390197753906,1890.1483154296875,0.005160084444673292
2,50.84272384643555,76.23733520507812,38.58456039428711,1966.220947265625,0.005160084444673292
2,50.634464263916016,76.11967468261719,38.65196228027344,1963.10205078125,0.005160084444673292
2,50.0040397644043,75.05902862548828,38.95353698730469,2049.131591796875,0.005160084444673292
2,52.37519836425781,79.6629409790039,41.519203186035156,2239.777099609375,0.005160084444673292
1,50.62085723876953,76.02841186523438,37.96676254272461,1839.7144775390625,0.004900353517603523
2,50.39982986450195,75.47257995605469,38.42780303955078,1961.7900390625,0.005160084444673292
2,50.86296463012695,75.84661865234375,38.446067810058594,1931.4736328125,0.005160084444673292
1,50.27078628540039,75.63919830322266,39.313663482666016,1931.232666015625,0.004900353517603523
2,49.761077880859375,73.3733901977539,37.17655563354492,1772.334228515625,0.005160084444673292
2,50.3074836730957,75.99483489990234,38.40406036376953,1927.009521484375,0.005160084444673292
