s_nationkey,s_suppkey,s_acctbal,tpch-1m-supplier_rate
0,5142,9142.074337566906,0.09785202863961814
0,5142,764.610262941423,0.09785202863961814
0,93722,7372.046782139246,0.09785202863961814
0,10672,4702.360171880419,0.09785202863961814
0,80222,2313.7388426319562,0.09785202863961814
0,89145,7099.855602936518,0.09785202863961814
0,81641,2396.9077909087137,0.09785202863961814
0,75801,2401.271578944324,0.09785202863961814
0,91036,7141.98528121169,0.09785202863961814
0,91284,7380.254632056979,0.09785202863961814
0,88720,2294.4416762872024,0.09785202863961814
0,80703,2234.895179088827,0.09785202863961814
0,81611,7160.131601720499,0.09785202863961814
0,94102,7368.91496480836,0.09785202863961814
0,90033,2485.13465386024,0.09785202863961814
0,91050,7210.971499980233,0.09785202863961814
0,86087,4684.882192768174,0.09785202863961814
0,86817,2347.998789616511,0.09785202863961814
0,89757,2242.4617987280367,0.09785202863961814
0,13612,9204.212400233517,0.09785202863961814
0,12853,9204.765753846043,0.09785202863961814
0,78175,4657.891299941643,0.09785202863961814
0,15535,2342.2631412478563,0.09785202863961814
0,87870,4630.121844182239,0.09785202863961814
0,91247,7062.256151143922,0.09785202863961814
0,449,2323.1264263221947,0.09785202863961814
0,85659,2395.1537457644827,0.09785202863961814
0,85350,4662.543296099605,0.09785202863961814
0,6025,730.5211592707327,0.09785202863961814
0,11118,7252.742314128898,0.09785202863961814
0,89172,7298.919960908139,0.09785202863961814
0,86256,7228.77035165532,0.09785202863961814
0,1716,9152.462328469788,0.09785202863961814
0,75759,2595.5901791498413,0.09785202863961814
0,11240,7201.523751107503,0.09785202863961814
0,78336,7146.503991713378,0.09785202863961814
0,77790,2207.4216665154236,0.09785202863961814
0,85595,4598.131982361549,0.09785202863961814
0,85437,7126.624348674994,0.09785202863961814
0,3554,7137.827412564125,0.09785202863961814
0,1633,699.3715089219926,0.09785202863961814
1,3227,9183.025032496735,0.10344827586206896
1,85780,4677.87891251394,0.10344827586206896
1,13740,755.9344814791032,0.10344827586206896
1,93684,7347.310408475936,0.10344827586206896
