b_origin_state_abr,flights2-flight-b_rate
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AK,0.0500485908649174
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
AL,0.05002908667830134
