ws_promo_sk,ws_wholesale_cost,ws_list_price,tpcds-1m-wsales_rate
1,73.81555,151.61249,0.08695652173913043
1,76.29291,158.36261,0.08695652173913043
1,81.89177,173.53386,0.08695652173913043
1,61.576996,110.30297,0.08695652173913043
2,73.766426,148.56123,0.06896551724137931
2,7.6141634,22.956755,0.06896551724137931
2,78.14202,167.35474,0.06896551724137931
2,26.858274,48.401627,0.06896551724137931
3,22.396046,39.609074,0.08
3,63.95743,113.33919,0.08
3,17.858175,31.292316,0.08
3,68.65087,122.770294,0.08
4,86.42055,187.78423,0.10869565217391304
4,19.597069,27.80008,0.10869565217391304
4,50.498413,82.535255,0.10869565217391304
4,94.41551,223.53973,0.10869565217391304
4,89.94588,204.39774,0.10869565217391304
5,84.7391,194.5822,0.1111111111111111
5,19.584112,33.945934,0.1111111111111111
5,80.086945,174.87396,0.1111111111111111
5,36.61608,65.690094,0.1111111111111111
6,75.034966,163.05305,0.07547169811320754
6,21.590788,39.037807,0.07547169811320754
6,39.707836,72.57922,0.07547169811320754
6,62.278053,112.05114,0.07547169811320754
7,35.14525,57.825424,0.07692307692307693
7,14.198369,21.031866,0.07692307692307693
7,42.733772,66.52518,0.07692307692307693
7,19.9315,31.013826,0.07692307692307693
8,71.79693,135.19867,0.125
8,69.05482,135.03488,0.125
8,29.30742,41.889095,0.125
8,0.58648837,2.675846,0.125
8,52.983147,94.46079,0.125
9,58.493553,101.85277,0.1111111111111111
9,70.19352,125.57525,0.1111111111111111
9,18.878828,34.13814,0.1111111111111111
9,56.71621,99.91219,0.1111111111111111
9,15.447612,33.550934,0.1111111111111111
10,18.173115,39.248028,0.1111111111111111
10,85.897026,189.95174,0.1111111111111111
10,37.270992,71.24171,0.1111111111111111
10,73.36172,144.89561,0.1111111111111111
10,54.43523,97.80889,0.1111111111111111
11,69.111984,121.97299,0.05084745762711865
11,13.56781,20.439024,0.05084745762711865
11,21.845724,34.791634,0.05084745762711865
12,63.88826,113.769104,0.11904761904761904
12,60.757507,109.652985,0.11904761904761904
12,64.03918,118.20881,0.11904761904761904
12,14.714784,23.38071,0.11904761904761904
12,62.9392,109.79235,0.11904761904761904
13,24.57008,47.043076,0.08333333333333333
13,57.158047,102.60774,0.08333333333333333
13,27.175451,46.317028,0.08333333333333333
13,91.55216,212.86606,0.08333333333333333
14,36.822056,66.35624,0.09433962264150944
14,87.86101,201.18933,0.09433962264150944
14,31.317244,52.11108,0.09433962264150944
14,30.605446,56.979164,0.09433962264150944
14,58.678993,108.91701,0.09433962264150944
15,56.55999,107.95871,0.08163265306122448
15,53.36351,97.22538,0.08163265306122448
15,39.177433,71.809654,0.08163265306122448
15,75.68442,152.54578,0.08163265306122448
16,74.45776,144.63232,0.0847457627118644
16,-11.704744,-5.1508245,0.0847457627118644
16,61.054886,112.29027,0.0847457627118644
16,35.493366,60.407852,0.0847457627118644
16,88.070076,206.33994,0.0847457627118644
17,19.332804,30.473543,0.1282051282051282
