s_nationkey,s_suppkey,s_acctbal,tpch-1m-supplier_rate
0,390,9119.330489925607,0.19809069212410502
0,5096,724.5605777141473,0.19809069212410502
0,6030,9120.885985354182,0.19809069212410502
0,93731,7142.049502854933,0.19809069212410502
0,89172,7236.044359859927,0.19809069212410502
0,89170,7166.276175622471,0.19809069212410502
0,85290,4656.222114800813,0.19809069212410502
0,6307,766.4566734888328,0.19809069212410502
0,5175,2450.401008709938,0.19809069212410502
0,91272,7117.588189056948,0.19809069212410502
0,92465,4696.803727336596,0.19809069212410502
0,6299,7144.734525043656,0.19809069212410502
0,6025,9151.422440595987,0.19809069212410502
0,390,9167.970150969797,0.19809069212410502
0,80476,4679.548766239303,0.19809069212410502
0,90316,2435.6719926506544,0.19809069212410502
0,4901,4672.832361335132,0.19809069212410502
0,78251,4680.708760404487,0.19809069212410502
0,6349,2427.11621884473,0.19809069212410502
0,10020,7263.25130657971,0.19809069212410502
0,17956,9110.111279018594,0.19809069212410502
0,90125,4686.768540175151,0.19809069212410502
0,87914,7301.633033347805,0.19809069212410502
0,78169,4529.452950816245,0.19809069212410502
0,75758,2368.3783662170767,0.19809069212410502
0,1698,7151.587678261829,0.19809069212410502
0,3007,9112.744588084646,0.19809069212410502
0,5404,4719.702458381159,0.19809069212410502
0,1022,9186.38090979118,0.19809069212410502
0,86200,4620.95005131144,0.19809069212410502
0,6037,2416.131376197726,0.19809069212410502
0,81609,2468.0089841721647,0.19809069212410502
0,362,734.1852166003088,0.19809069212410502
0,4836,659.6177583469397,0.19809069212410502
0,88732,7023.897127365192,0.19809069212410502
0,89170,7155.565449114994,0.19809069212410502
0,13198,7200.888557944012,0.19809069212410502
0,5096,2391.493790671166,0.19809069212410502
0,6307,9129.310153804861,0.19809069212410502
0,5175,4703.537522950817,0.19809069212410502
0,89172,7191.960122190451,0.19809069212410502
0,80384,2369.6574988142224,0.19809069212410502
0,86567,7249.979747887672,0.19809069212410502
0,75486,4626.811900011519,0.19809069212410502
0,2903,2287.9538489090523,0.19809069212410502
0,91282,7166.2262963976145,0.19809069212410502
0,539,704.5582059814767,0.19809069212410502
0,2866,774.5013634440575,0.19809069212410502
0,85350,4704.271027793461,0.19809069212410502
0,80769,4601.529368374593,0.19809069212410502
0,91247,7218.915953953783,0.19809069212410502
0,4877,4685.950403047658,0.19809069212410502
0,449,9150.814628274597,0.19809069212410502
0,5110,2419.524533919829,0.19809069212410502
0,7085,4719.055317382183,0.19809069212410502
0,87927,9124.99725846171,0.19809069212410502
0,84169,7300.192620843246,0.19809069212410502
0,87927,4680.510709138931,0.19809069212410502
0,86686,7200.162872062559,0.19809069212410502
0,90125,4695.859937633874,0.19809069212410502
0,89035,7135.032244962536,0.19809069212410502
0,8277,9176.036538595174,0.19809069212410502
0,8266,9177.052881086023,0.19809069212410502
0,91553,2380.7591302618366,0.19809069212410502
0,87894,4617.634878659426,0.19809069212410502
0,76833,7163.400793257463,0.19809069212410502
0,90186,4648.471191770322,0.19809069212410502
0,4900,713.6399928083486,0.19809069212410502
0,90057,4684.87529658164,0.19809069212410502
0,90949,2358.74919565097,0.19809069212410502
0,15572,2297.5803742101375,0.19809069212410502
0,83839,2303.337590586191,0.19809069212410502
0,80476,2333.6307317349156,0.19809069212410502
0,81589,7135.038551889189,0.19809069212410502
0,80227,4705.313692885246,0.19809069212410502
0,87894,9123.035518254259,0.19809069212410502
0,13842,722.6836188163729,0.19809069212410502
0,13423,704.5289378247454,0.19809069212410502
0,90272,4657.894282279392,0.19809069212410502
0,75758,7046.022962864908,0.19809069212410502
0,131,7274.343861166747,0.19809069212410502
0,92471,2618.713826319276,0.19809069212410502
0,91242,2406.2955915386765,0.19809069212410502
1,747,9207.58641903652,0.20689655172413793
1,12853,2410.955803213937,0.20689655172413793
1,13980,2383.969474278136,0.20689655172413793
1,87307,7251.441950434497,0.20689655172413793
1,12587,2402.6281625219654,0.20689655172413793
1,88375,2435.9588691929353,0.20689655172413793
1,12389,7208.646630555499,0.20689655172413793
1,85779,4760.0288519177,0.20689655172413793
1,3228,2305.893994297689,0.20689655172413793
1,12862,9187.566870259565,0.20689655172413793
1,13740,7215.255553878816,0.20689655172413793
1,12552,9221.481049762433,0.20689655172413793
1,89287,7314.227105482721,0.20689655172413793
1,3086,775.8906538337295,0.20689655172413793
1,756,9215.292869365481,0.20689655172413793
1,12587,2426.590040291739,0.20689655172413793
1,85780,4704.291558597162,0.20689655172413793
1,88449,2234.7689341655705,0.20689655172413793
1,903,4708.13833858715,0.20689655172413793
1,12390,776.0523391671901,0.20689655172413793
1,85780,4712.812217742251,0.20689655172413793
1,11263,806.6286505940002,0.20689655172413793
1,12587,9220.547678669593,0.20689655172413793
1,93488,7355.995241134142,0.20689655172413793
1,3086,7202.683789577059,0.20689655172413793
1,89267,7277.218277905273,0.20689655172413793
1,12382,746.5748642918102,0.20689655172413793
1,4222,7271.634531883183,0.20689655172413793
1,13728,7334.533349818488,0.20689655172413793
1,10417,4761.572898833271,0.20689655172413793
1,13996,2424.398602675592,0.20689655172413793
1,12853,4760.191607178432,0.20689655172413793
1,13303,7090.974811731333,0.20689655172413793
1,78825,4550.080887078934,0.20689655172413793
1,13842,765.8492083995848,0.20689655172413793
1,89249,2379.9995892978363,0.20689655172413793
1,13886,7304.591926040067,0.20689655172413793
1,89363,7283.525601660186,0.20689655172413793
1,93357,7309.703283255913,0.20689655172413793
1,85779,4639.613393240204,0.20689655172413793
1,10412,4724.493445000178,0.20689655172413793
1,12587,2420.542464091224,0.20689655172413793
1,89309,2456.1078445528096,0.20689655172413793
1,12587,2404.4659359025763,0.20689655172413793
1,12552,9231.075555009229,0.20689655172413793
1,88130,4696.597123447545,0.20689655172413793
1,13740,746.3584524819246,0.20689655172413793
1,94321,7294.573894737224,0.20689655172413793
1,11249,2417.2081880090473,0.20689655172413793
1,89380,7301.964904217556,0.20689655172413793
1,12550,2405.663334709191,0.20689655172413793
1,3470,4640.8391565917755,0.20689655172413793
1,88757,7150.602832199276,0.20689655172413793
1,11263,9208.38052780337,0.20689655172413793
1,12389,7295.260837791161,0.20689655172413793
1,13713,2493.4258136883022,0.20689655172413793
1,13850,9203.323425294351,0.20689655172413793
1,89287,7322.156590238384,0.20689655172413793
1,3474,2429.2357112006353,0.20689655172413793
1,12552,9167.253432950625,0.20689655172413793
1,13920,729.7875031172059,0.20689655172413793
1,11285,779.2072747775698,0.20689655172413793
1,10450,4748.893028126909,0.20689655172413793
1,12438,2454.342215220958,0.20689655172413793
1,12550,4753.4757018346145,0.20689655172413793
1,11380,2434.9957530416423,0.20689655172413793
1,85779,4736.500689852108,0.20689655172413793
1,12552,9227.449566034795,0.20689655172413793
1,13886,9216.907074915398,0.20689655172413793
1,93713,7430.23268100337,0.20689655172413793
1,12869,2372.8254276154526,0.20689655172413793
1,11263,766.3142957811517,0.20689655172413793
1,12587,4800.669378770361,0.20689655172413793
1,12853,2406.8938868042724,0.20689655172413793
1,12587,2372.990861650141,0.20689655172413793
1,13728,7406.517243038456,0.20689655172413793
1,748,9196.031704500961,0.20689655172413793
1,88681,7305.2102481747625,0.20689655172413793
1,4304,9203.008471858357,0.20689655172413793
1,88193,4704.06783819284,0.20689655172413793
1,12587,7271.968471483274,0.20689655172413793
1,89249,7398.62959812275,0.20689655172413793
1,12587,4739.9129124320425,0.20689655172413793
1,13740,746.7320057785251,0.20689655172413793
1,89471,7214.808299343229,0.20689655172413793
1,12587,4677.207353155129,0.20689655172413793
1,88436,4564.784623499679,0.20689655172413793
1,85655,4825.151295453095,0.20689655172413793
1,12853,7199.741826311059,0.20689655172413793
1,10243,759.3324468391108,0.20689655172413793
2,89543,7313.053215133518,0.1870967741935484
2,10743,9236.685327466925,0.1870967741935484
2,14256,743.5729432850297,0.1870967741935484
2,89464,2495.6992860113714,0.1870967741935484
2,2922,797.6086397150611,0.1870967741935484
2,13211,726.1935686941263,0.1870967741935484
2,87112,2452.563561632854,0.1870967741935484
2,3355,803.294542157092,0.1870967741935484
2,89543,2451.6409659730734,0.1870967741935484
2,88434,2394.7409199667954,0.1870967741935484
2,86959,4770.0773544284175,0.1870967741935484
2,85440,7382.062570979279,0.1870967741935484
2,89490,2485.031191107031,0.1870967741935484
2,86033,4785.85694665571,0.1870967741935484
2,78736,2399.9574455720303,0.1870967741935484
2,89543,2501.144553561397,0.1870967741935484
2,89307,750.6568709763689,0.1870967741935484
2,86167,4825.039987396588,0.1870967741935484
2,89577,7447.067098477904,0.1870967741935484
2,78436,7353.5919361222095,0.1870967741935484
2,3415,773.5106607416434,0.1870967741935484
2,3415,744.0626238347955,0.1870967741935484
2,917,9213.820630520408,0.1870967741935484
2,88224,9199.681216883437,0.1870967741935484
2,12854,9208.521449479187,0.1870967741935484
2,2857,2476.0244188595652,0.1870967741935484
2,89577,7353.138320155667,0.1870967741935484
2,1150,768.2716321045556,0.1870967741935484
2,89526,2447.0577294105265,0.1870967741935484
2,11557,768.7808450945927,0.1870967741935484
2,1707,742.701197231841,0.1870967741935484
2,1094,9205.976802336021,0.1870967741935484
2,86455,2469.161284009382,0.1870967741935484
2,86081,7331.6394282036545,0.1870967741935484
2,89352,2395.803189818553,0.1870967741935484
2,86071,7334.2606063861,0.1870967741935484
2,88286,2391.263323705667,0.1870967741935484
2,1020,762.2031376704632,0.1870967741935484
2,89446,2445.329651863783,0.1870967741935484
2,88247,2465.348698698878,0.1870967741935484
2,76406,4773.002444627186,0.1870967741935484
2,87137,7331.966434564238,0.1870967741935484
2,11612,732.2107304859474,0.1870967741935484
2,78799,4881.317098874145,0.1870967741935484
2,87688,2366.02151206138,0.1870967741935484
2,1094,9211.746581922534,0.1870967741935484
2,14218,9185.967228702952,0.1870967741935484
