c_nationkey,c_acctbal,tpch-1m-customer-with-inc_rate
0,3396.2128808449775,0.03873913968923547
0,8903.811872305507,0.03873913968923547
0,9220.139137432956,0.03873913968923547
0,8013.570896158423,0.03873913968923547
0,7191.613141274937,0.03873913968923547
0,6624.0222364582805,0.03873913968923547
0,5490.812387326881,0.03873913968923547
0,6794.168997430384,0.03873913968923547
0,-305.07613610725997,0.03873913968923547
0,2136.032656476814,0.03873913968923547
0,6207.904249699437,0.03873913968923547
0,5311.289656165558,0.03873913968923547
0,3749.9380886366725,0.03873913968923547
0,1405.6236888635822,0.03873913968923547
0,4657.063819041529,0.03873913968923547
0,9902.468017542149,0.03873913968923547
0,2395.8517044879245,0.03873913968923547
0,6117.713115239034,0.03873913968923547
0,2111.574436161178,0.03873913968923547
0,7821.18694516345,0.03873913968923547
0,6067.820769344155,0.03873913968923547
0,9224.757425766154,0.03873913968923547
0,8428.560916104849,0.03873913968923547
0,-220.68273742573754,0.03873913968923547
0,5993.5055905130785,0.03873913968923547
0,3888.8846956519124,0.03873913968923547
0,6796.042109462358,0.03873913968923547
0,1960.3969946284024,0.03873913968923547
0,6115.476017351642,0.03873913968923547
0,7132.050208298501,0.03873913968923547
0,7236.322397319833,0.03873913968923547
0,9188.40164740226,0.03873913968923547
0,402.3616480043074,0.03873913968923547
0,2354.126785771601,0.03873913968923547
0,6902.703277439591,0.03873913968923547
0,2238.3382384789747,0.03873913968923547
0,1088.484164069666,0.03873913968923547
0,7210.480676751765,0.03873913968923547
0,2621.5293515785233,0.03873913968923547
0,4773.048123710968,0.03873913968923547
0,7494.147734806004,0.03873913968923547
0,5626.701359354034,0.03873913968923547
0,3288.936918986564,0.03873913968923547
0,4742.806057311352,0.03873913968923547
0,6475.528084012172,0.03873913968923547
0,6226.503579733091,0.03873913968923547
0,5944.036214480035,0.03873913968923547
0,5142.14241707565,0.03873913968923547
0,4527.5168090441175,0.03873913968923547
0,8496.79499122409,0.03873913968923547
0,3243.3352950726066,0.03873913968923547
0,387.88193521338917,0.03873913968923547
0,1596.523424261091,0.03873913968923547
0,7045.205556949806,0.03873913968923547
0,6428.576562954255,0.03873913968923547
0,4279.336101305613,0.03873913968923547
0,1578.228087422515,0.03873913968923547
0,1367.9065095627734,0.03873913968923547
0,2032.9890911405264,0.03873913968923547
0,6611.354370186219,0.03873913968923547
0,9144.743387439132,0.03873913968923547
0,7993.347713407559,0.03873913968923547
0,5249.70675275218,0.03873913968923547
0,7146.366430313233,0.03873913968923547
0,7228.397789556648,0.03873913968923547
0,6511.666075829087,0.03873913968923547
0,5560.257258923462,0.03873913968923547
0,2228.9323714379407,0.03873913968923547
0,9483.815602509903,0.03873913968923547
0,-167.41167322459629,0.03873913968923547
0,3222.5293509303174,0.03873913968923547
0,-782.8851947766088,0.03873913968923547
0,1866.9146383220116,0.03873913968923547
0,8126.537418672055,0.03873913968923547
0,-341.70099046842836,0.03873913968923547
0,9091.24694055433,0.03873913968923547
0,7335.517533245928,0.03873913968923547
0,7750.459729389442,0.03873913968923547
0,218.46964590353218,0.03873913968923547
0,4716.520326796565,0.03873913968923547
0,7558.748652222825,0.03873913968923547
0,9232.267848425945,0.03873913968923547
0,9041.375975324267,0.03873913968923547
0,5908.055202691727,0.03873913968923547
0,9152.794619115759,0.03873913968923547
0,4145.671814473874,0.03873913968923547
0,1031.003275202214,0.03873913968923547
0,9534.656938356058,0.03873913968923547
0,6946.010620451353,0.03873913968923547
0,5949.122553342831,0.03873913968923547
0,4454.52105290381,0.03873913968923547
0,7752.245997415863,0.03873913968923547
0,141.30134458229554,0.03873913968923547
0,2845.821417477805,0.03873913968923547
0,6518.43337538801,0.03873913968923547
0,6610.50960926817,0.03873913968923547
0,3891.7119246457223,0.03873913968923547
0,7688.828439129167,0.03873913968923547
0,4470.586809103796,0.03873913968923547
0,4433.191541959628,0.03873913968923547
0,7633.085704457247,0.03873913968923547
0,5332.52542334708,0.03873913968923547
0,7611.340652776546,0.03873913968923547
0,320.9839000193599,0.03873913968923547
0,6298.304855763132,0.03873913968923547
0,7732.514910195054,0.03873913968923547
0,6264.333965562224,0.03873913968923547
