a_education_num,a_relationship,a_fnlwgt,a_age,a_hours_per_week,a_education_num-a_relationship,census2-adult-a_rate
1, Husband,171125.07689549334,39.37293188571177,15.162201053300176,1- Husband,1.0
1, Husband,74282.83781545106,39.077221172302096,33.19197009526098,1- Husband,1.0
1, Husband,70040.87946032081,39.70116750646756,39.07783646822442,1- Husband,1.0
1, Husband,169591.06140660396,50.335954597685685,31.582720347444905,1- Husband,1.0
1, Husband,168342.35590557652,28.382774768472704,39.017298655228785,1- Husband,1.0
1, Husband,73089.09899194227,50.76852334791353,39.06073900922301,1- Husband,1.0
1, Husband,171138.8968752905,28.487166124427716,45.16145663947382,1- Husband,1.0
1, Husband,170233.15295261826,39.0281700026158,46.65093505002398,1- Husband,1.0
1, Husband,171088.15073751155,59.13303843111881,39.06126023163219,1- Husband,1.0
1, Husband,167636.22345651538,28.183733861358817,45.864149714458065,1- Husband,1.0
1, Husband,311773.58432031516,51.63316995163655,47.91420086363587,1- Husband,1.0
1, Husband,169458.82942385436,39.18437946465915,46.804888184324575,1- Husband,1.0
1, Husband,75304.04747986725,20.745533510837408,39.08849672313176,1- Husband,1.0
1, Husband,169247.9511645695,39.35588465667604,45.84616632220233,1- Husband,1.0
1, Husband,169538.060146442,39.01173192281795,39.04317510958692,1- Husband,1.0
1, Husband,168514.00247921475,28.50808041965333,47.596187687768264,1- Husband,1.0
1, Husband,77311.30435995678,58.370715504344254,48.34239596046197,1- Husband,1.0
1, Husband,169882.0273491607,28.437729681986504,13.793120987335497,1- Husband,1.0
1, Husband,169019.2458828175,51.05831868774768,39.02607368388684,1- Husband,1.0
1, Husband,72118.32917756418,50.76298056917093,39.056497630312705,1- Husband,1.0
1, Husband,72521.37148116197,50.827317718754834,47.20573865593053,1- Husband,1.0
1, Husband,72359.22240809184,50.790653108848,47.0697833423825,1- Husband,1.0
1, Husband,265896.5575594273,50.76747246888222,39.05963451069485,1- Husband,1.0
1, Husband,167642.91548433388,28.50230584020967,46.417594299056375,1- Husband,1.0
1, Husband,560650.1145524449,28.231479222778407,39.061690882125006,1- Husband,1.0
1, Husband,71487.49625935538,28.454862697140047,39.0744484195785,1- Husband,1.0
1, Husband,76028.80379318155,57.855425041722704,39.09872431965996,1- Husband,1.0
1, Husband,168623.24809380254,51.060079396643204,39.06086339035106,1- Husband,1.0
1, Husband,266199.4169708103,58.4267225784035,39.05111337010529,1- Husband,1.0
1, Husband,267619.36714411865,28.59667506625909,46.840653923830715,1- Husband,1.0
1, Husband,78607.14453157122,20.728418236772544,31.751692258723217,1- Husband,1.0
1, Husband,169032.06824921712,39.16730316986925,39.05036250355911,1- Husband,1.0
1, Husband,76532.06779815552,20.803973439492744,48.3702647809422,1- Husband,1.0
1, Husband,169597.88972718516,28.28599846407855,39.00821651465401,1- Husband,1.0
1, Husband,166828.10410791438,58.188348735220515,47.26104862909052,1- Husband,1.0
1, Husband,74207.72808786893,38.90880828094527,39.059524587730756,1- Husband,1.0
1, Husband,170106.51616882993,28.485109665184392,39.039396647660865,1- Husband,1.0
1, Husband,169944.9073356221,28.562430045608814,39.00674833987393,1- Husband,1.0
1, Husband,314234.39918625884,20.473232465867056,39.075889831756605,1- Husband,1.0
1, Husband,323577.06146887405,51.10900499169251,46.96130590859704,1- Husband,1.0
1, Husband,169433.3529922351,39.28202644054969,14.685544258854419,1- Husband,1.0
1, Husband,73116.24577435988,28.19667113023538,31.786650891014755,1- Husband,1.0
1, Husband,269374.40534569963,28.73585847934928,45.73950276510638,1- Husband,1.0
1, Husband,172416.3229656036,28.58282597173172,47.5595516476405,1- Husband,1.0
1, Husband,73455.96309773753,58.144064947539135,39.0835166812006,1- Husband,1.0
1, Husband,72544.41863589195,38.77647481698196,39.094594944174275,1- Husband,1.0
1, Husband,74239.47711887771,20.662269253529587,47.68834568576203,1- Husband,1.0
1, Husband,170742.85995306098,39.1527766971015,31.248613792582773,1- Husband,1.0
1, Husband,169391.38176888815,51.10443549234904,47.764239213869516,1- Husband,1.0
1, Husband,73765.07250652203,51.2661421791422,48.13121042981145,1- Husband,1.0
1, Husband,171991.9521781563,28.36192009878403,39.00660478947926,1- Husband,1.0
1, Husband,74189.72671732985,39.00374122151325,46.41125744634403,1- Husband,1.0
1, Husband,73401.00807976308,38.84797907650022,14.979191096706984,1- Husband,1.0
1, Husband,262320.90396371606,51.488827338022645,49.30453189111771,1- Husband,1.0
1, Husband,169183.14968055798,57.86716582633434,32.020869124075084,1- Husband,1.0
1, Husband,326322.70053806645,38.91313476771791,47.22885543309538,1- Husband,1.0
1, Husband,170619.671712913,28.281463912541444,39.03341660921812,1- Husband,1.0
1, Husband,168789.05155389372,38.97107726655501,39.00445857809543,1- Husband,1.0
1, Husband,74720.81608612169,51.15543766815085,39.12307995183632,1- Husband,1.0
1, Husband,323469.4408525999,38.59926930919453,32.103668786111726,1- Husband,1.0
1, Husband,169859.6947608988,38.856596005226045,31.47528374213533,1- Husband,1.0
1, Husband,172113.2078613674,28.753425563175696,45.72744626546316,1- Husband,1.0
1, Husband,172010.12983989745,28.56436339219024,47.071354319501516,1- Husband,1.0
1, Husband,171814.02734663946,20.678099307398234,39.037946451930445,1- Husband,1.0
1, Husband,272764.4980523083,29.11670857885193,31.128392180283058,1- Husband,1.0
1, Husband,320354.5369583632,50.09845605823775,31.62859498339324,1- Husband,1.0
1, Husband,170810.08486063557,39.09668767378615,31.72444338405452,1- Husband,1.0
1, Husband,71792.4242853912,28.453848932110773,46.267981399692815,1- Husband,1.0
1, Husband,71405.33760465149,58.40260983551557,39.0915209441567,1- Husband,1.0
1, Husband,173524.74234371126,20.71047853061629,30.82202441749805,1- Husband,1.0
1, Husband,166404.090269263,28.810481704173505,47.57102583088258,1- Husband,1.0
1, Husband,263976.8575682668,50.754394133382064,39.0259567246808,1- Husband,1.0
1, Husband,258825.69489378325,39.93188571562684,47.906696242189916,1- Husband,1.0
1, Husband,164924.58125142634,50.66070838936975,39.06810413880504,1- Husband,1.0
1, Husband,70632.6092063023,50.70101118140445,47.80632001025026,1- Husband,1.0
1, Husband,164994.14309248832,39.2396468467259,39.02880124644527,1- Husband,1.0
1, Husband,70929.69299255812,50.86479834109468,39.045107632099864,1- Husband,1.0
1, Husband,71465.4067039585,39.267644311273,39.07489999839842,1- Husband,1.0
1, Husband,173570.2996440976,28.482025827177786,46.96440272906608,1- Husband,1.0
1, Husband,265268.4041364917,50.37119906134603,39.047026679310946,1- Husband,1.0
1, Husband,73859.4336798286,50.22987778576192,39.0956006429448,1- Husband,1.0
1, Husband,72302.84185820768,39.27608651704719,47.77162260166651,1- Husband,1.0
1, Husband,264939.4739587278,28.59979385490974,47.636862398947656,1- Husband,1.0
1, Husband,71569.08032567239,50.36040176581733,39.03952296133631,1- Husband,1.0
1, Husband,173183.7587650294,20.607771052023146,39.04005818019927,1- Husband,1.0
1, Husband,77106.47770566502,28.391462163389466,31.61433035549285,1- Husband,1.0
1, Husband,172268.08748311354,20.656442426090404,39.08876592781338,1- Husband,1.0
1, Husband,170179.9978535512,28.094167043608223,39.00721992014468,1- Husband,1.0
1, Husband,169868.4030354364,20.748840497104478,39.07275754428485,1- Husband,1.0
1, Husband,76419.77347948407,39.35587693865092,48.54488029777857,1- Husband,1.0
1, Husband,319930.39511485264,28.529255273893828,46.30590378212086,1- Husband,1.0
1, Husband,169884.7774499932,39.34221997530885,48.583130540967076,1- Husband,1.0
1, Husband,71528.53312589215,50.293703848113246,14.451130100204876,1- Husband,1.0
1, Not-in-family,264288.89572404616,28.83169975583923,47.05499890288944,1- Not-in-family,1.0
1, Not-in-family,168456.28198023504,28.662136248094228,46.569857629815765,1- Not-in-family,1.0
1, Not-in-family,270371.24532694905,20.88167232526955,46.14176973352032,1- Not-in-family,1.0
1, Not-in-family,168424.91890645688,39.344486775707736,47.650373554898735,1- Not-in-family,1.0
1, Not-in-family,169457.01738587543,20.705446893069244,46.79956287655895,1- Not-in-family,1.0
1, Not-in-family,329345.0836257563,39.16235632630099,39.01773749278308,1- Not-in-family,1.0
1, Not-in-family,171374.18873077285,57.857559649493076,39.06393599210563,1- Not-in-family,1.0
1, Not-in-family,170836.8378006996,28.92644702481002,46.7511259357474,1- Not-in-family,1.0
1, Not-in-family,167964.83572872094,28.71055224954045,46.555077840829945,1- Not-in-family,1.0
1, Not-in-family,166703.3725870636,57.81485547509677,39.044018683804644,1- Not-in-family,1.0
1, Not-in-family,75225.34643093224,39.15225466301949,14.900403191870305,1- Not-in-family,1.0
1, Not-in-family,169826.26251840033,28.284015047754245,31.690673067035753,1- Not-in-family,1.0
1, Not-in-family,169700.00827596313,28.229143322009328,31.47118640767707,1- Not-in-family,1.0
1, Not-in-family,259294.9894307734,50.605444680162826,39.06257597777323,1- Not-in-family,1.0
1, Not-in-family,326944.3585614671,51.33789617507456,31.47477024754134,1- Not-in-family,1.0
1, Not-in-family,77854.18732811105,20.72741691491471,39.04565207963694,1- Not-in-family,1.0
1, Not-in-family,74993.76485716959,50.9627379558525,39.05271037550336,1- Not-in-family,1.0
1, Not-in-family,169570.50498420763,58.276749281988174,39.08582539521428,1- Not-in-family,1.0
1, Not-in-family,74229.28666717383,58.463742831571054,39.059502062771145,1- Not-in-family,1.0
1, Not-in-family,75186.7730113497,39.184382092071964,39.06735947493422,1- Not-in-family,1.0
1, Not-in-family,319367.1358238391,28.580521323645282,39.05834249078931,1- Not-in-family,1.0
1, Not-in-family,265153.5943208442,28.633899400237052,47.55922216112161,1- Not-in-family,1.0
1, Not-in-family,264223.2547902164,39.27925254947913,39.037388511120746,1- Not-in-family,1.0
1, Not-in-family,172596.36127428117,58.22567865410089,46.63447547397409,1- Not-in-family,1.0
1, Not-in-family,169369.17522927752,59.26357985055519,47.64897108798482,1- Not-in-family,1.0
1, Not-in-family,168526.23472808168,39.341298656586886,47.83675210902199,1- Not-in-family,1.0
1, Not-in-family,73531.66497377245,51.46023017075344,39.062165740676264,1- Not-in-family,1.0
1, Not-in-family,73669.58288307693,39.547914458578184,47.4285606153606,1- Not-in-family,1.0
1, Not-in-family,75382.70563618219,39.350245243513285,48.837468689857445,1- Not-in-family,1.0
1, Not-in-family,170973.6265343543,51.8540112070315,47.319247819306575,1- Not-in-family,1.0
1, Not-in-family,74295.22586622575,20.803913869685093,39.09997872262721,1- Not-in-family,1.0
1, Not-in-family,74923.91811164304,58.990598742966846,48.50672282624733,1- Not-in-family,1.0
1, Not-in-family,170319.57100049467,58.71349989444729,32.003628037984676,1- Not-in-family,1.0
1, Not-in-family,79479.94429122392,58.732162202639934,32.27060910298592,1- Not-in-family,1.0
1, Not-in-family,313666.9743937412,28.378083266290613,38.97243207088892,1- Not-in-family,1.0
1, Not-in-family,75788.52279003455,28.509243084898344,39.02202405155499,1- Not-in-family,1.0
1, Not-in-family,172795.80625449654,20.613172782164014,47.85838449234927,1- Not-in-family,1.0
1, Not-in-family,168748.19917183722,20.63918122834346,39.054026156549135,1- Not-in-family,1.0
1, Not-in-family,323895.75643953396,50.67633194415339,31.80408422806006,1- Not-in-family,1.0
1, Not-in-family,172174.26645190723,28.770829936700434,48.741656912541835,1- Not-in-family,1.0
1, Not-in-family,75683.91287136261,28.216342714078024,39.046606678564295,1- Not-in-family,1.0
1, Not-in-family,172653.03467619716,51.34714330240256,46.2162213733484,1- Not-in-family,1.0
1, Not-in-family,170590.69158250678,39.15238554101992,39.048222922692865,1- Not-in-family,1.0
1, Not-in-family,169098.25811162379,50.727008274477775,31.662599277961295,1- Not-in-family,1.0
1, Not-in-family,167493.04200741882,28.363829097725787,39.01142653946682,1- Not-in-family,1.0
1, Not-in-family,73067.76192855106,28.662824265266913,46.899548722610575,1- Not-in-family,1.0
